t,x,y,v,a
11.773,3.533E-3,6.201E-3,,
11.776,,,,
11.779,,,,
11.782,,,,
11.785,,,,
11.788,3.598E-3,5.718E-3,2.450E-2,
11.791,,,,
11.794,,,,
11.797,,,,
11.800,,,,
11.803,3.469E-3,5.461E-3,2.579E-2,1.081
11.806,,,,
11.809,,,,
11.812,,,,
11.815,,,,
11.818,3.469E-3,4.947E-3,0.000,1.011
11.821,,,,
11.824,,,,
11.827,,,,
11.830,,,,
11.833,3.469E-3,5.461E-3,2.715E-2,0.486
11.836,,,,
11.839,,,,
11.842,,,,
11.845,,,,
11.848,4.112E-3,4.433E-3,3.909E-2,0.512
11.852,,,,
11.855,,,,
11.858,,,,
11.861,,,,
11.864,3.726E-3,4.305E-3,9.482E-3,2.018
11.867,,,,
11.870,,,,
11.873,,,,
11.876,,,,
11.879,3.983E-3,4.690E-3,2.544E-2,0.815
11.882,,,,
11.885,,,,
11.888,,,,
11.891,,,,
11.894,2.955E-3,4.305E-3,3.312E-2,0.754
11.897,,,,
11.900,,,,
11.903,,,,
11.906,,,,
11.909,3.341E-3,3.919E-3,1.896E-2,1.289
11.912,,,,
11.915,,,,
11.918,,,,
11.921,,,,
11.924,3.212E-3,3.791E-3,2.579E-2,0.431
11.927,,,,
11.930,,,,
11.933,,,,
11.936,,,,
11.939,3.469E-3,3.148E-3,3.312E-2,0.486
11.942,,,,
11.945,,,,
11.948,,,,
11.952,,,,
11.955,3.983E-3,3.148E-3,1.341E-2,0.883
11.958,,,,
11.961,,,,
11.964,,,,
11.967,,,,
11.970,3.341E-3,2.763E-3,3.058E-2,0.452
11.973,,,,
11.976,,,,
11.979,,,,
11.982,,,,
11.985,3.469E-3,2.377E-3,2.120E-2,1.694
11.988,,,,
11.991,,,,
11.994,,,,
11.997,,,,
12.000,3.341E-3,2.120E-3,2.283E-2,7.996E-2
12.003,,,,
12.006,,,,
12.009,,,,
12.012,,,,
12.015,4.112E-3,2.120E-3,2.399E-2,1.164
12.018,,,,
12.021,,,,
12.024,,,,
12.027,,,,
12.030,3.855E-3,1.606E-3,3.598E-2,0.973
12.033,,,,
12.036,,,,
12.039,,,,
12.042,,,,
12.045,3.341E-3,1.349E-3,2.120E-2,1.241
12.048,,,,
12.052,,,,
12.055,,,,
12.058,,,,
12.061,3.469E-3,1.092E-3,3.793E-2,0.861
12.064,,,,
12.067,,,,
12.070,,,,
12.073,,,,
12.076,3.855E-3,3.212E-4,1.748E-2,0.894
12.079,,,,
12.082,,,,
12.085,,,,
12.088,,,,
12.091,2.955E-3,9.637E-4,2.544E-2,0.452
12.094,,,,
12.097,,,,
12.100,,,,
12.103,,,,
12.106,3.084E-3,3.212E-4,3.497E-2,1.865
12.109,,,,
12.112,,,,
12.115,,,,
12.118,,,,
12.121,3.212E-3,-6.425E-5,3.816E-2,0.737
12.124,,,,
12.127,,,,
12.130,,,,
12.133,,,,
12.136,3.084E-3,-8.352E-4,2.682E-2,0.861
12.139,,,,
12.142,,,,
12.145,,,,
12.148,,,,
12.152,2.955E-3,-8.352E-4,9.482E-3,1.145
12.155,,,,
12.158,,,,
12.161,,,,
12.164,,,,
12.167,2.827E-3,-9.637E-4,4.000E-2,0.400
12.170,,,,
12.173,,,,
12.176,,,,
12.179,,,,
12.182,3.598E-3,-1.863E-3,2.399E-2,0.659
12.185,,,,
12.188,,,,
12.191,,,,
12.194,,,,
12.197,3.341E-3,-1.478E-3,1.529E-2,1.648
12.200,,,,
12.203,,,,
12.206,,,,
12.209,,,,
12.212,3.212E-3,-2.120E-3,2.715E-2,0.835
12.215,,,,
12.218,,,,
12.221,,,,
12.224,,,,
12.227,2.698E-3,-1.992E-3,3.058E-2,0.800
12.230,,,,
12.233,,,,
12.236,,,,
12.239,,,,
12.242,2.441E-3,-2.634E-3,1.341E-2,1.681
12.245,,,,
12.248,,,,
12.252,,,,
12.255,,,,
12.258,2.570E-3,-2.377E-3,2.998E-2,0.759
12.261,,,,
12.264,,,,
12.267,,,,
12.270,,,,
12.273,3.084E-3,-3.277E-3,1.341E-2,0.724
12.276,,,,
12.279,,,,
12.282,,,,
12.285,,,,
12.288,2.441E-3,-2.763E-3,1.748E-2,0.179
12.291,,,,
12.294,,,,
12.297,,,,
12.300,,,,
12.303,2.570E-3,-3.148E-3,2.844E-2,1.609
12.306,,,,
12.309,,,,
12.312,,,,
12.315,,,,
12.318,2.827E-3,-3.534E-3,3.419E-2,1.111
12.321,,,,
12.324,,,,
12.327,,,,
12.330,,,,
12.333,2.698E-3,-4.176E-3,5.577E-2,0.512
12.336,,,,
12.339,,,,
12.342,,,,
12.345,,,,
12.348,2.570E-3,-5.204E-3,5.106E-2,1.340
12.352,,,,
12.355,,,,
12.358,,,,
12.361,,,,
12.364,2.570E-3,-5.718E-3,2.120E-2,1.369
12.367,,,,
12.370,,,,
12.373,,,,
12.376,,,,
12.379,2.056E-3,-5.590E-3,1.748E-2,0.989
12.382,,,,
12.385,,,,
12.388,,,,
12.391,,,,
12.394,2.056E-3,-5.847E-3,3.058E-2,1.073
12.397,,,,
12.400,,,,
12.403,,,,
12.406,,,,
12.409,2.570E-3,-6.360E-3,3.419E-2,0.330
12.412,,,,
12.415,,,,
12.418,,,,
12.421,,,,
12.424,2.184E-3,-6.874E-3,3.419E-2,0.240
12.427,,,,
12.430,,,,
12.433,,,,
12.436,,,,
12.439,2.698E-3,-7.388E-3,3.623E-2,1.282
12.442,,,,
12.445,,,,
12.448,,,,
12.452,,,,
12.455,2.570E-3,-7.902E-3,8.481E-3,1.448
12.458,,,,
12.461,,,,
12.464,,,,
12.467,,,,
12.470,2.441E-3,-7.388E-3,3.312E-2,1.553
12.473,,,,
12.476,,,,
12.479,,,,
12.482,,,,
12.485,1.799E-3,-8.545E-3,5.364E-2,1.011
12.488,,,,
12.491,,,,
12.494,,,,
12.497,,,,
12.500,2.955E-3,-8.930E-3,3.623E-2,2.384
12.503,,,,
12.506,,,,
12.509,,,,
12.512,,,,
12.515,2.184E-3,-9.573E-3,6.797E-2,1.258
12.518,,,,
12.521,,,,
12.524,,,,
12.527,,,,
12.530,9.655E-4,-9.462E-3,3.153E-2,1.909
12.533,,,,
12.536,,,,
12.539,,,,
12.542,,,,
12.545,1.352E-3,-1.004E-2,5.137E-2,1.789
12.548,,,,
12.552,,,,
12.555,,,,
12.558,,,,
12.561,1.159E-3,-1.101E-2,7.053E-2,0.919
12.564,,,,
12.567,,,,
12.570,,,,
12.573,,,,
12.576,6.758E-4,-1.207E-2,2.937E-2,2.134
12.579,,,,
12.582,,,,
12.585,,,,
12.588,,,,
12.591,1.352E-3,-1.188E-2,1.149E-2,1.239
12.594,,,,
12.597,,,,
12.600,,,,
12.603,,,,
12.606,8.689E-4,-1.178E-2,6.054E-2,1.600
12.609,,,,
12.612,,,,
12.615,,,,
12.618,,,,
12.621,1.352E-3,-1.371E-2,4.946E-2,0.650
12.624,,,,
12.627,,,,
12.630,,,,
12.633,,,,
12.636,4.827E-4,-1.323E-2,3.729E-2,0.817
12.639,,,,
12.642,,,,
12.645,,,,
12.648,,,,
12.652,9.655E-4,-1.477E-2,6.260E-2,1.037
12.655,,,,
12.658,,,,
12.661,,,,
12.664,,,,
