t,x,y,v,a
4.333,5.759E-3,7.998E-5,,
4.336,,,,
4.339,,,,
4.342,,,,
4.345,,,,
4.348,5.849E-3,-2.978E-4,1.514E-2,
4.352,,,,
4.355,,,,
4.358,,,,
4.361,,,,
4.364,5.841E-3,-3.714E-4,3.480E-3,0.271
4.367,,,,
4.370,,,,
4.373,,,,
4.376,,,,
4.379,5.774E-3,-3.714E-4,7.475E-3,0.348
4.382,,,,
4.385,,,,
4.388,,,,
4.391,,,,
4.394,5.943E-3,-5.740E-4,1.427E-2,0.188
4.397,,,,
4.400,,,,
4.403,,,,
4.406,,,,
4.409,6.044E-3,-7.091E-4,1.003E-2,0.211
4.412,,,,
4.415,,,,
4.418,,,,
4.421,,,,
4.424,5.943E-3,-8.779E-4,1.114E-2,0.306
4.427,,,,
4.430,,,,
4.433,,,,
4.436,,,,
4.439,6.044E-3,-1.047E-3,1.786E-2,0.169
4.442,,,,
4.445,,,,
4.448,,,,
4.452,,,,
4.455,5.976E-3,-1.418E-3,1.907E-2,0.207
4.458,,,,
4.461,,,,
4.464,,,,
4.467,,,,
4.470,5.976E-3,-1.621E-3,1.003E-2,0.433
4.473,,,,
4.476,,,,
4.479,,,,
4.482,,,,
4.485,5.976E-3,-1.722E-3,7.047E-3,8.405E-2
4.488,,,,
4.491,,,,
4.494,,,,
4.497,,,,
4.500,6.044E-3,-1.823E-3,1.057E-2,2.972E-2
4.503,,,,
4.506,,,,
4.509,,,,
4.512,,,,
4.515,6.078E-3,-2.026E-3,7.879E-3,0.232
4.518,,,,
4.521,,,,
4.524,,,,
4.527,,,,
4.530,6.078E-3,-2.060E-3,1.356E-2,0.173
4.533,,,,
4.536,,,,
4.539,,,,
4.542,,,,
4.545,6.145E-3,-2.431E-3,1.814E-2,6.304E-2
4.548,,,,
4.552,,,,
4.555,,,,
4.558,,,,
4.561,6.179E-3,-2.600E-3,1.003E-2,0.395
4.564,,,,
4.567,,,,
4.570,,,,
4.573,,,,
4.576,6.145E-3,-2.735E-3,8.112E-3,7.840E-2
4.579,,,,
4.582,,,,
4.585,,,,
4.588,,,,
4.591,6.112E-3,-2.836E-3,7.431E-3,0.136
4.594,,,,
4.597,,,,
4.600,,,,
4.603,,,,
4.606,6.135E-3,-2.960E-3,1.050E-2,4.242E-2
4.609,,,,
4.612,,,,
4.615,,,,
4.618,,,,
4.621,6.159E-3,-3.151E-3,8.349E-3,7.792E-2
4.624,,,,
4.627,,,,
4.630,,,,
4.633,,,,
4.636,6.158E-3,-3.212E-3,6.261E-3,5.659E-2
4.639,,,,
4.642,,,,
4.645,,,,
4.648,,,,
4.652,6.179E-3,-3.339E-3,8.423E-3,0.171
4.655,,,,
4.658,,,,
4.661,,,,
4.664,,,,
4.667,6.158E-3,-3.467E-3,1.062E-2,0.262
4.670,,,,
4.673,,,,
4.676,,,,
4.679,,,,
4.682,6.222E-3,-3.659E-3,5.275E-3,1.967E-2
4.685,,,,
4.688,,,,
4.691,,,,
4.694,,,,
4.697,6.062E-3,-3.595E-3,7.217E-3,0.270
4.700,,,,
4.703,,,,
4.706,,,,
4.709,,,,
4.712,6.153E-3,-3.866E-3,1.604E-2,0.236
4.715,,,,
4.718,,,,
4.721,,,,
4.724,,,,
4.727,6.243E-3,-4.047E-3,1.012E-2,0.240
4.730,,,,
4.733,,,,
4.736,,,,
4.739,,,,
4.742,6.213E-3,-4.167E-3,8.936E-3,0.126
4.745,,,,
4.748,,,,
4.752,,,,
4.755,,,,
4.758,6.243E-3,-4.317E-3,8.936E-3,7.719E-2
4.761,,,,
4.764,,,,
4.767,,,,
4.770,,,,
4.773,6.213E-3,-4.438E-3,9.419E-3,0.368
4.776,,,,
4.779,,,,
4.782,,,,
4.785,,,,
4.788,6.153E-3,-4.588E-3,2.979E-3,0.219
4.791,,,,
4.794,,,,
4.797,,,,
4.800,,,,
4.803,6.122E-3,-4.438E-3,6.660E-3,0.263
4.806,,,,
4.809,,,,
4.812,,,,
4.815,,,,
4.818,6.243E-3,-4.769E-3,1.489E-2,0.209
4.821,,,,
4.824,,,,
4.827,,,,
4.830,,,,
4.833,6.122E-3,-4.889E-3,7.754E-3,0.283
4.836,,,,
4.839,,,,
4.842,,,,
4.845,,,,
4.848,6.062E-3,-4.919E-3,6.279E-3,0.324
4.852,,,,
4.855,,,,
4.858,,,,
4.861,,,,
4.864,6.183E-3,-5.069E-3,6.191E-3,
4.867,,,,
4.870,,,,
4.873,,,,
4.876,,,,
4.879,6.213E-3,-5.031E-3,,
4.882,,,,
4.885,,,,
4.888,,,,
4.891,,,,
4.894,,,,
4.897,,,,
4.900,,,,
4.903,,,,
4.906,,,,
4.909,,,,
4.912,,,,
4.915,,,,
4.918,,,,
4.921,,,,
4.924,,,,
4.927,,,,
4.930,,,,
4.933,,,,
4.936,,,,
4.939,,,,
4.942,,,,
4.945,,,,
4.948,,,,
4.952,,,,
4.955,,,,
4.958,,,,
4.961,,,,
4.964,,,,
4.967,,,,
4.970,,,,
4.973,,,,
4.976,,,,
4.979,,,,
4.982,,,,
4.985,,,,
4.988,,,,
4.991,,,,
4.994,,,,
4.997,,,,
5.000,,,,
5.003,,,,
5.006,,,,
5.009,,,,
5.012,,,,
5.015,,,,
5.018,,,,
5.021,,,,
5.024,,,,
5.027,,,,
5.030,,,,
5.033,,,,
5.036,,,,
5.039,,,,
5.042,,,,
5.045,,,,
5.048,,,,
5.052,,,,
5.055,,,,
5.058,,,,
5.061,,,,
5.064,,,,
5.067,,,,
5.070,,,,
5.073,,,,
5.076,,,,
5.079,,,,
5.082,,,,
5.085,,,,
5.088,,,,
5.091,,,,
5.094,,,,
5.097,,,,
5.100,,,,
5.103,,,,
5.106,,,,
5.109,,,,
5.112,,,,
5.115,,,,
5.118,,,,
5.121,,,,
5.124,,,,
5.127,,,,
5.130,,,,
5.133,,,,
5.136,,,,
5.139,,,,
5.142,,,,
5.145,,,,
5.148,,,,
5.152,,,,
5.155,,,,
5.158,,,,
5.161,,,,
5.164,,,,
5.167,,,,
5.170,,,,
5.173,,,,
5.176,,,,
5.179,,,,
5.182,,,,
5.185,,,,
5.188,,,,
5.191,,,,
5.194,,,,
5.197,,,,
5.200,,,,
5.203,,,,
5.206,,,,
5.209,,,,
5.212,,,,
5.215,,,,
5.218,,,,
5.221,,,,
5.224,,,,
5.227,,,,
5.230,,,,
5.233,,,,
5.236,,,,
5.239,,,,
5.242,,,,
5.245,,,,
5.248,,,,
5.252,,,,
5.255,,,,
5.258,,,,
5.261,,,,
5.264,,,,
5.267,,,,
5.270,,,,
5.273,,,,
5.276,,,,
5.279,,,,
5.282,,,,
5.285,,,,
5.288,,,,
5.291,,,,
5.294,,,,
5.297,,,,
5.300,,,,
5.303,,,,
5.306,,,,
5.309,,,,
5.312,,,,
5.315,,,,
5.318,,,,
5.321,,,,
5.324,,,,
5.327,,,,
5.330,,,,
5.333,,,,
5.336,,,,
5.339,,,,
5.342,,,,
5.345,,,,
5.348,,,,
5.352,,,,
5.355,,,,
5.358,,,,
5.361,,,,
5.364,,,,
5.367,,,,
5.370,,,,
5.373,,,,
5.376,,,,
5.379,,,,
5.382,,,,
5.385,,,,
5.388,,,,
5.391,,,,
5.394,,,,
5.397,,,,
5.400,,,,
5.403,,,,
5.406,,,,
5.409,,,,
5.412,,,,
5.415,,,,
5.418,,,,
5.421,,,,
5.424,,,,
5.427,,,,
5.430,,,,
5.433,,,,
5.436,,,,
5.439,,,,
5.442,,,,
5.445,,,,
5.448,,,,
5.452,,,,
5.455,,,,
5.458,,,,
5.461,,,,
5.464,,,,
5.467,,,,
5.470,,,,
5.473,,,,
5.476,,,,
5.479,,,,
5.482,,,,
5.485,,,,
5.488,,,,
5.491,,,,
5.494,,,,
5.497,,,,
5.500,,,,
5.503,,,,
5.506,,,,
5.509,,,,
5.512,,,,
5.515,,,,
5.518,,,,
5.521,,,,
5.524,,,,
5.527,,,,
5.530,,,,
5.533,,,,
5.536,,,,
5.539,,,,
5.542,,,,
5.545,,,,
5.548,,,,
5.552,,,,
5.555,,,,
5.558,,,,
5.561,,,,
5.564,,,,
5.567,,,,
5.570,,,,
5.573,,,,
5.576,,,,
5.579,,,,
5.582,,,,
5.585,,,,
5.588,,,,
5.591,,,,
5.594,,,,
5.597,,,,
5.600,,,,
5.603,,,,
5.606,,,,
5.609,,,,
5.612,,,,
5.615,,,,
5.618,,,,
5.621,,,,
5.624,,,,
5.627,,,,
5.630,,,,
5.633,,,,
5.636,,,,
5.639,,,,
5.642,,,,
5.645,,,,
5.648,,,,
5.652,,,,
5.655,,,,
5.658,,,,
5.661,,,,
5.664,,,,
5.667,,,,
5.670,,,,
5.673,,,,
