t,x,y,v,a
6.409,6.977E-3,8.694E-3,,
6.412,,,,
6.415,,,,
6.418,,,,
6.421,,,,
6.424,7.309E-3,8.694E-3,1.634E-2,
6.427,,,,
6.430,,,,
6.433,,,,
6.436,,,,
6.439,7.199E-3,8.251E-3,1.827E-2,0.284
6.442,,,,
6.445,,,,
6.448,,,,
6.452,,,,
6.455,7.309E-3,8.140E-3,8.172E-3,0.371
6.458,,,,
6.461,,,,
6.464,,,,
6.467,,,,
6.470,7.309E-3,8.029E-3,1.827E-2,0.248
6.473,,,,
6.476,,,,
6.479,,,,
6.482,,,,
6.485,6.977E-3,7.697E-3,8.172E-3,0.345
6.488,,,,
6.491,,,,
6.494,,,,
6.497,,,,
6.500,7.420E-3,7.808E-3,1.318E-2,0.733
6.503,,,,
6.506,,,,
6.509,,,,
6.512,,,,
6.515,7.309E-3,7.476E-3,1.827E-2,0.462
6.518,,,,
6.521,,,,
6.524,,,,
6.527,,,,
6.530,6.866E-3,7.808E-3,7.309E-3,0.568
6.533,,,,
6.536,,,,
6.539,,,,
6.542,,,,
6.545,7.309E-3,7.254E-3,1.551E-2,0.218
6.548,,,,
6.552,,,,
6.555,,,,
6.558,,,,
6.561,7.199E-3,7.476E-3,8.172E-3,1.052
6.564,,,,
6.567,,,,
6.570,,,,
6.573,,,,
6.576,7.199E-3,7.476E-3,1.096E-2,0.693
6.579,,,,
6.582,,,,
6.585,,,,
6.588,,,,
6.591,6.866E-3,7.476E-3,1.318E-2,0.852
6.594,,,,
6.597,,,,
6.600,,,,
6.603,,,,
6.606,6.977E-3,7.143E-3,1.827E-2,0.462
6.609,,,,
6.612,,,,
6.615,,,,
6.618,,,,
6.621,7.420E-3,7.476E-3,1.156E-2,0.960
6.624,,,,
6.627,,,,
6.630,,,,
6.633,,,,
6.636,7.088E-3,7.476E-3,2.340E-2,1.079
6.639,,,,
6.642,,,,
6.645,,,,
6.648,,,,
6.652,6.866E-3,7.033E-3,2.311E-2,0.568
6.655,,,,
6.658,,,,
6.661,,,,
6.664,,,,
6.667,6.866E-3,6.811E-3,7.309E-3,0.616
6.670,,,,
6.673,,,,
6.676,,,,
6.679,,,,
6.682,6.866E-3,6.811E-3,1.318E-2,0.371
6.685,,,,
6.688,,,,
6.691,,,,
6.694,,,,
6.697,7.088E-3,6.479E-3,2.193E-2,0.138
6.700,,,,
6.703,,,,
6.706,,,,
6.709,,,,
6.712,6.866E-3,6.147E-3,1.462E-2,0.138
6.715,,,,
6.718,,,,
6.721,,,,
6.724,,,,
6.727,7.088E-3,6.036E-3,1.634E-2,0.436
6.730,,,,
6.733,,,,
6.736,,,,
6.739,,,,
6.742,7.088E-3,5.704E-3,7.309E-3,0.883
6.745,,,,
6.748,,,,
6.752,,,,
6.755,,,,
6.758,7.088E-3,5.814E-3,1.318E-2,0.441
6.761,,,,
6.764,,,,
6.767,,,,
6.770,,,,
6.773,6.866E-3,6.036E-3,1.507E-2,0.589
6.776,,,,
6.779,,,,
6.782,,,,
6.785,,,,
6.788,7.199E-3,5.371E-3,1.968E-2,0.284
6.791,,,,
6.794,,,,
6.797,,,,
6.800,,,,
6.803,7.088E-3,5.482E-3,1.096E-2,1.025
6.806,,,,
6.809,,,,
6.812,,,,
6.815,,,,
6.818,6.866E-3,5.371E-3,1.507E-2,0.441
6.821,,,,
6.824,,,,
6.827,,,,
6.830,,,,
6.833,6.645E-3,5.371E-3,8.172E-3,6.892E-2
6.836,,,,
6.839,,,,
6.842,,,,
6.845,,,,
6.848,6.756E-3,5.150E-3,1.034E-2,0.414
6.852,,,,
6.855,,,,
6.858,,,,
6.861,,,,
6.864,6.423E-3,5.150E-3,1.827E-2,0.538
6.867,,,,
6.870,,,,
6.873,,,,
6.876,,,,
6.879,6.423E-3,4.707E-3,1.156E-2,0.761
6.882,,,,
6.885,,,,
6.888,,,,
6.891,,,,
6.894,6.091E-3,5.039E-3,3.655E-3,0.635
6.897,,,,
6.900,,,,
6.903,,,,
6.906,,,,
6.909,6.534E-3,4.707E-3,2.584E-2,0.786
6.912,,,,
6.915,,,,
6.918,,,,
6.921,,,,
6.924,6.645E-3,4.485E-3,1.827E-2,1.052
6.927,,,,
6.930,,,,
6.933,,,,
6.936,,,,
6.939,6.977E-3,4.375E-3,4.086E-2,0.987
6.942,,,,
6.945,,,,
6.948,,,,
6.952,,,,
6.955,6.866E-3,3.267E-3,3.763E-2,0.487
6.958,,,,
6.961,,,,
6.964,,,,
6.967,,,,
6.970,6.423E-3,3.378E-3,2.131E-2,0.292
6.973,,,,
6.976,,,,
6.979,,,,
6.982,,,,
6.985,6.534E-3,2.713E-3,5.130E-2,0.957
6.988,,,,
6.991,,,,
6.994,,,,
6.997,,,,
7.000,6.313E-3,1.827E-3,4.401E-2,0.771
7.003,,,,
7.006,,,,
7.009,,,,
7.012,,,,
7.015,6.423E-3,1.384E-3,2.783E-2,0.402
7.018,,,,
7.021,,,,
7.024,,,,
7.027,,,,
7.030,6.645E-3,1.052E-3,3.310E-2,0.980
7.033,,,,
7.036,,,,
7.039,,,,
7.042,,,,
7.045,6.534E-3,3.876E-4,5.233E-2,0.745
7.048,,,,
7.052,,,,
7.055,,,,
7.058,,,,
7.061,6.313E-3,-4.984E-4,2.947E-2,0.248
7.064,,,,
7.067,,,,
7.070,,,,
7.073,,,,
7.076,6.091E-3,-3.876E-4,3.014E-2,0.551
7.079,,,,
7.082,,,,
7.085,,,,
7.088,,,,
7.091,6.091E-3,-1.384E-3,4.401E-2,0.720
7.094,,,,
7.097,,,,
7.100,,,,
7.103,,,,
7.106,6.202E-3,-1.717E-3,3.816E-2,0.830
7.109,,,,
7.112,,,,
7.115,,,,
7.118,,,,
7.121,5.759E-3,-2.492E-3,7.319E-2,0.650
7.124,,,,
7.127,,,,
7.130,,,,
7.133,,,,
7.136,6.091E-3,-3.932E-3,6.309E-2,0.710
7.139,,,,
7.142,,,,
7.145,,,,
7.148,,,,
7.152,6.091E-3,-4.375E-3,4.020E-2,1.638
7.155,,,,
7.158,,,,
7.161,,,,
7.164,,,,
7.167,6.091E-3,-5.150E-3,2.558E-2,1.975
7.170,,,,
7.173,,,,
7.176,,,,
7.179,,,,
7.182,6.091E-3,-5.150E-3,3.144E-2,9.746E-2
7.185,,,,
7.188,,,,
7.191,,,,
7.194,,,,
7.197,5.316E-3,-4.596E-3,2.067E-2,1.839
7.200,,,,
7.203,,,,
7.206,,,,
7.209,,,,
7.212,5.648E-3,-5.593E-3,5.494E-2,0.833
7.215,,,,
7.218,,,,
7.221,,,,
7.224,,,,
7.227,5.427E-3,-6.257E-3,3.655E-3,1.638
7.230,,,,
7.233,,,,
7.236,,,,
7.239,,,,
7.242,5.537E-3,-5.593E-3,1.034E-2,0.138
7.245,,,,
7.248,,,,
7.252,,,,
7.255,,,,
7.258,5.205E-3,-6.036E-3,1.827E-2,0.967
7.261,,,,
