t,x,y,v,a
4.091,1.388E-3,-4.965E-3,,
4.094,,,,
4.097,,,,
4.100,,,,
4.103,,,,
4.106,1.388E-3,-5.072E-3,3.524E-3,
4.109,,,,
4.112,,,,
4.115,,,,
4.118,,,,
4.121,1.388E-3,-5.072E-3,7.879E-3,0.536
4.124,,,,
4.127,,,,
4.130,,,,
4.133,,,,
4.136,1.175E-3,-5.179E-3,2.055E-2,0.506
4.139,,,,
4.142,,,,
4.145,,,,
4.148,,,,
4.152,1.068E-3,-5.606E-3,2.364E-2,0.332
4.155,,,,
4.158,,,,
4.161,,,,
4.164,,,,
4.167,8.542E-4,-5.819E-3,9.966E-3,0.716
4.170,,,,
4.173,,,,
4.176,,,,
4.179,,,,
4.182,8.542E-4,-5.819E-3,0.000,0.297
4.185,,,,
4.188,,,,
4.191,,,,
4.194,,,,
4.197,8.542E-4,-5.819E-3,3.524E-3,6.645E-2
4.200,,,,
4.203,,,,
4.206,,,,
4.209,,,,
4.212,8.542E-4,-5.926E-3,3.524E-3,6.645E-2
4.215,,,,
4.218,,,,
4.221,,,,
4.224,,,,
4.227,8.542E-4,-5.926E-3,3.524E-3,6.645E-2
4.230,,,,
4.233,,,,
4.236,,,,
4.239,,,,
4.242,8.542E-4,-6.033E-3,3.524E-3,0.199
4.245,,,,
4.248,,,,
4.252,,,,
4.255,,,,
4.258,8.542E-4,-6.033E-3,7.047E-3,0.133
4.261,,,,
4.264,,,,
4.267,,,,
4.270,,,,
4.273,8.542E-4,-6.247E-3,1.057E-2,0.199
4.276,,,,
4.279,,,,
4.282,,,,
4.285,,,,
4.288,8.542E-4,-6.353E-3,1.057E-2,0.199
4.291,,,,
4.294,,,,
4.297,,,,
4.300,,,,
4.303,8.542E-4,-6.567E-3,7.047E-3,0.266
4.306,,,,
4.309,,,,
4.312,,,,
4.315,,,,
4.318,8.542E-4,-6.567E-3,0.000,0.133
4.321,,,,
4.324,,,,
4.327,,,,
4.330,,,,
4.333,8.542E-4,-6.567E-3,3.524E-3,6.645E-2
4.336,,,,
4.339,,,,
4.342,,,,
4.345,,,,
4.348,8.542E-4,-6.674E-3,3.524E-3,6.645E-2
4.352,,,,
4.355,,,,
4.358,,,,
4.361,,,,
4.364,8.542E-4,-6.674E-3,0.000,0.133
4.367,,,,
4.370,,,,
4.373,,,,
4.376,,,,
4.379,8.542E-4,-6.674E-3,0.000,0.000
4.382,,,,
4.385,,,,
4.388,,,,
4.391,,,,
4.394,8.542E-4,-6.674E-3,0.000,0.133
4.397,,,,
4.400,,,,
4.403,,,,
4.406,,,,
4.409,8.542E-4,-6.674E-3,3.524E-3,6.645E-2
4.412,,,,
4.415,,,,
4.418,,,,
4.421,,,,
4.424,8.542E-4,-6.780E-3,3.524E-3,6.645E-2
4.427,,,,
4.430,,,,
4.433,,,,
4.436,,,,
4.439,8.542E-4,-6.780E-3,0.000,0.133
4.442,,,,
4.445,,,,
4.448,,,,
4.452,,,,
4.455,8.542E-4,-6.780E-3,0.000,0.297
4.458,,,,
4.461,,,,
4.464,,,,
4.467,,,,
4.470,8.542E-4,-6.780E-3,7.879E-3,0.149
4.473,,,,
4.476,,,,
4.479,,,,
4.482,,,,
4.485,7.474E-4,-6.994E-3,7.879E-3,0.149
4.488,,,,
4.491,,,,
4.494,,,,
4.497,,,,
4.500,7.474E-4,-6.994E-3,0.000,0.266
4.503,,,,
4.506,,,,
4.509,,,,
4.512,,,,
4.515,7.474E-4,-6.994E-3,3.524E-3,0.149
4.518,,,,
4.521,,,,
4.524,,,,
4.527,,,,
4.530,6.407E-4,-6.994E-3,4.983E-3,9.397E-2
4.533,,,,
4.536,,,,
4.539,,,,
4.542,,,,
4.545,6.407E-4,-7.101E-3,3.524E-3,0.240
4.548,,,,
4.552,,,,
4.555,,,,
4.558,,,,
4.561,6.407E-4,-7.101E-3,7.047E-3,0.000
4.564,,,,
4.567,,,,
4.570,,,,
4.573,,,,
4.576,6.407E-4,-7.314E-3,7.047E-3,0.133
4.579,,,,
4.582,,,,
4.585,,,,
4.588,,,,
4.591,6.407E-4,-7.314E-3,0.000,0.266
4.594,,,,
4.597,,,,
4.600,,,,
4.603,,,,
4.606,6.407E-4,-7.314E-3,0.000,0.297
4.609,,,,
4.612,,,,
4.615,,,,
4.618,,,,
4.621,6.407E-4,-7.314E-3,7.879E-3,0.332
4.624,,,,
4.627,,,,
4.630,,,,
4.633,,,,
4.636,4.271E-4,-7.421E-3,1.114E-2,1.397
4.639,,,,
4.642,,,,
4.645,,,,
4.648,,,,
4.652,5.339E-4,-7.635E-3,4.124E-2,0.404
4.655,,,,
4.658,,,,
4.661,,,,
4.664,,,,
4.667,8.542E-4,-8.596E-3,2.364E-2,1.106
4.670,,,,
4.673,,,,
4.676,,,,
4.679,,,,
4.682,8.542E-4,-8.275E-3,9.966E-3,0.958
4.685,,,,
4.688,,,,
4.691,,,,
4.694,,,,
4.697,6.407E-4,-8.382E-3,9.966E-3,0.188
4.700,,,,
4.703,,,,
4.706,,,,
4.709,,,,
4.712,6.407E-4,-8.489E-3,3.524E-3,0.425
4.715,,,,
4.718,,,,
4.721,,,,
4.724,,,,
4.727,6.407E-4,-8.275E-3,7.047E-3,0.000
4.730,,,,
4.733,,,,
4.736,,,,
4.739,,,,
4.742,6.407E-4,-8.275E-3,0.000,0.532
4.745,,,,
4.748,,,,
4.752,,,,
4.755,,,,
4.758,6.407E-4,-8.275E-3,7.047E-3,0.420
4.761,,,,
4.764,,,,
4.767,,,,
4.770,,,,
4.773,6.407E-4,-8.489E-3,1.453E-2,6.645E-2
4.776,,,,
4.779,,,,
4.782,,,,
4.785,,,,
4.788,5.339E-4,-8.702E-3,7.879E-3,0.404
4.791,,,,
4.794,,,,
4.797,,,,
4.800,,,,
4.803,5.339E-4,-8.702E-3,0.000,0.297
4.806,,,,
4.809,,,,
4.812,,,,
4.815,,,,
4.818,5.339E-4,-8.702E-3,0.000,0.000
4.821,,,,
