;masse A;;;;
t;x;y;v;a;
9,803;4,908E-3;3,697E-3;;
9,806;;;;
9,809;;;;
9,812;;;;
9,815;;;;
9,818;4,525E-3;3,187E-3;3,365E-2;
9,821;;;;
9,824;;;;
9,827;;;;
9,830;;;;
9,833;3,888E-3;3,697E-3;1,517E-2;0,955
9,836;;;;
9,839;;;;
9,842;;;;
9,845;;;;
9,848;4,780E-3;3,569E-3;2,103E-2;0,887
9,852;;;;
9,855;;;;
9,858;;;;
9,861;;;;
9,864;4,398E-3;3,314E-3;2,103E-2;1,102
9,867;;;;
9,870;;;;
9,873;;;;
9,876;;;;
9,879;4,270E-3;3,187E-3;5,949E-3;0,904
9,882;;;;
9,885;;;;
9,888;;;;
9,891;;;;
9,894;4,270E-3;3,442E-3;3,062E-2;0,483
9,897;;;;
9,900;;;;
9,903;;;;
9,906;;;;
9,909;4,015E-3;2,295E-3;2,145E-2;0,604
9,912;;;;
9,915;;;;
9,918;;;;
9,921;;;;
9,924;4,398E-3;2,804E-3;1,881E-2;1,686
9,927;;;;
9,930;;;;
9,933;;;;
9,936;;;;
9,939;4,525E-3;2,040E-3;3,062E-2;1,291
9,942;;;;
9,945;;;;
9,948;;;;
9,952;;;;
9,955;5,290E-3;2,549E-3;2,975E-2;0,753
9,958;;;;
9,961;;;;
9,964;;;;
9,967;;;;
9,970;5,163E-3;1,402E-3;4,228E-2;0,873
9,973;;;;
9,976;;;;
9,979;;;;
9,982;;;;
9,985;5,163E-3;1,275E-3;4,207E-3;1,516
9,988;;;;
9,991;;;;
9,994;;;;
9,997;;;;
10,000;5,163E-3;1,275E-3;0,000;0,355
10,003;;;;
10,006;;;;
10,009;;;;
10,012;;;;
10,015;5,163E-3;1,275E-3;8,413E-3;0,159
10,018;;;;
10,021;;;;
10,024;;;;
10,027;;;;
10,030;4,908E-3;1,275E-3;8,413E-3;0,000
10,033;;;;
10,036;;;;
10,039;;;;
10,042;;;;
10,045;4,908E-3;1,275E-3;4,207E-3;0,238
10,048;;;;
10,052;;;;
10,055;;;;
10,058;;;;
10,061;4,780E-3;1,275E-3;4,207E-3;7,933E-2
10,064;;;;
10,067;;;;
10,070;;;;
10,073;;;;
10,076;4,780E-3;1,275E-3;0,000;0,502
10,079;;;;
10,082;;;;
10,085;;;;
10,088;;;;
10,091;4,780E-3;1,275E-3;1,517E-2;0,891
10,094;;;;
10,097;;;;
10,100;;;;
10,103;;;;
10,106;4,525E-3;8,923E-4;1,640E-2;1,499
10,109;;;;
10,112;;;;
10,115;;;;
10,118;;;;
10,121;4,884E-3;1,761E-3;4,774E-2;2,078
10,124;;;;
10,127;;;;
10,130;;;;
10,133;;;;
10,136;5,111E-3;2,215E-3;4,636E-2;1,433
10,139;;;;
10,142;;;;
10,145;;;;
10,148;;;;
10,152;5,225E-3;3,976E-4;2,186E-2;0,985
10,155;;;;
10,158;;;;
10,161;;;;
10,164;;;;
10,167;4,771E-3;1,647E-3;2,703E-2;0,824
10,170;;;;
10,173;;;;
10,176;;;;
10,179;;;;
10,182;4,543E-3;8,519E-4;3,394E-2;1,992
10,185;;;;
10,188;;;;
10,191;;;;
10,194;;;;
10,197;4,884E-3;6,247E-4;2,514E-2;1,185
10,200;;;;
10,203;;;;
10,206;;;;
10,209;;;;
10,212;4,884E-3;1,704E-4;1,060E-2;1,838
10,215;;;;
10,218;;;;
10,221;;;;
10,224;;;;
10,227;5,111E-3;3,976E-4;3,394E-2;0,538
10,230;;;;
10,233;;;;
10,236;;;;
10,239;;;;
10,242;4,771E-3;1,193E-3;1,676E-2;1,414
10,245;;;;
10,248;;;;
10,252;;;;
10,255;;;;
10,258;4,884E-3;8,519E-4;2,280E-2;1,051
10,261;;;;
10,264;;;;
10,267;;;;
10,270;;;;
10,273;4,884E-3;5,111E-4;1,125E-2;0,381
10,276;;;;
10,279;;;;
10,282;;;;
10,285;;;;
10,288;4,884E-3;5,111E-4;7,497E-3;0,283
10,291;;;;
10,294;;;;
10,297;;;;
10,300;;;;
10,303;4,884E-3;2,840E-4;7,497E-3;0,632
10,306;;;;
10,309;;;;
10,312;;;;
10,315;;;;
10,318;4,884E-3;2,840E-4;1,351E-2;0,696
10,321;;;;
10,324;;;;
10,327;;;;
10,330;;;;
10,333;4,657E-3;6,247E-4;2,186E-2;0,781
10,336;;;;
10,339;;;;
10,342;;;;
10,345;;;;
10,348;4,543E-3;-2,840E-4;3,022E-2;0,381
10,352;;;;
10,355;;;;
10,358;;;;
10,361;;;;
10,364;4,543E-3;-2,840E-4;0,000;0,565
10,367;;;;
10,370;;;;
10,373;;;;
10,376;;;;
10,379;4,543E-3;-2,840E-4;3,203E-2;0,381
10,382;;;;
10,385;;;;
10,388;;;;
10,391;;;;
10,394;4,884E-3;-1,193E-3;1,911E-2;0,700
10,397;;;;
10,400;;;;
10,403;;;;
10,406;;;;
10,409;4,430E-3;-8,519E-4;1,545E-2;0,381
10,412;;;;
10,415;;;;
10,418;;;;
10,421;;;;
