t,x,y,v,a
10.303,3.359E-3,-2.016E-3,,
10.306,,,,
10.309,,,,
10.312,,,,
10.315,,,,
10.318,3.201E-3,-2.187E-3,1.148E-2,
10.321,,,,
10.324,,,,
10.327,,,,
10.330,,,,
10.333,3.254E-3,-2.347E-3,1.575E-2,0.246
10.336,,,,
10.339,,,,
10.342,,,,
10.345,,,,
10.348,3.414E-3,-2.614E-3,9.481E-3,0.536
10.352,,,,
10.355,,,,
10.358,,,,
10.361,,,,
10.364,3.361E-3,-2.614E-3,3.937E-3,0.232
10.367,,,,
10.370,,,,
10.373,,,,
10.376,,,,
10.379,3.361E-3,-2.507E-3,7.259E-3,0.400
10.382,,,,
10.385,,,,
10.388,,,,
10.391,,,,
10.394,3.308E-3,-2.827E-3,1.419E-2,0.223
10.397,,,,
10.400,,,,
10.403,,,,
10.406,,,,
10.409,3.308E-3,-2.934E-3,8.977E-3,0.194
10.412,,,,
10.415,,,,
10.418,,,,
10.421,,,,
10.424,3.361E-3,-3.094E-3,1.282E-2,0.120
10.427,,,,
10.430,,,,
10.433,,,,
10.436,,,,
10.439,3.414E-3,-3.308E-3,7.873E-3,0.148
10.442,,,,
10.445,,,,
10.448,,,,
10.452,,,,
10.455,3.468E-3,-3.308E-3,1.270E-2,0.398
10.458,,,,
10.461,,,,
10.464,,,,
10.467,,,,
10.470,3.628E-3,-3.628E-3,2.349E-2,0.672
10.473,,,,
10.476,,,,
10.479,,,,
10.482,,,,
10.485,3.628E-3,-4.001E-3,2.822E-2,0.232
10.488,,,,
10.491,,,,
10.494,,,,
10.497,,,,
10.500,3.574E-3,-4.481E-3,2.471E-2,0.347
10.503,,,,
10.506,,,,
10.509,,,,
10.512,,,,
10.515,3.574E-3,-4.748E-3,1.623E-2,0.389
10.518,,,,
10.521,,,,
10.524,,,,
10.527,,,,
10.530,3.468E-3,-4.961E-3,1.575E-2,6.640E-2
10.533,,,,
10.536,,,,
10.539,,,,
10.542,,,,
10.545,3.361E-3,-5.175E-3,1.452E-2,0.387
10.548,,,,
10.552,,,,
10.555,,,,
10.558,,,,
10.561,3.361E-3,-5.388E-3,1.968E-2,0.120
10.564,,,,
10.567,,,,
10.570,,,,
10.573,,,,
10.576,3.468E-3,-5.762E-3,1.937E-2,0.120
10.579,,,,
10.582,,,,
10.585,,,,
10.588,,,,
10.591,3.361E-3,-5.975E-3,1.419E-2,0.223
10.594,,,,
10.597,,,,
10.600,,,,
10.603,,,,
10.606,3.414E-3,-6.188E-3,1.408E-2,9.390E-2
10.609,,,,
10.612,,,,
10.615,,,,
10.618,,,,
10.621,3.361E-3,-6.402E-3,1.245E-2,0.194
10.624,,,,
10.627,,,,
10.630,,,,
10.633,,,,
10.636,3.361E-3,-6.562E-3,1.795E-2,0.332
10.639,,,,
10.642,,,,
10.645,,,,
10.648,,,,
10.652,3.468E-3,-6.935E-3,2.349E-2,0.140
10.655,,,,
10.658,,,,
10.661,,,,
10.664,,,,
10.667,3.521E-3,-7.255E-3,2.019E-2,0.217
10.670,,,,
10.673,,,,
10.676,,,,
10.679,,,,
10.682,3.503E-3,-7.546E-3,2.641E-2,0.269
10.685,,,,
10.688,,,,
10.691,,,,
10.694,,,,
10.697,3.521E-3,-8.056E-3,2.929E-2,2.136E-2
10.700,,,,
10.703,,,,
10.706,,,,
10.709,,,,
10.712,3.414E-3,-8.429E-3,2.471E-2,0.452
10.715,,,,
10.718,,,,
10.721,,,,
10.724,,,,
10.727,3.468E-3,-8.802E-3,1.795E-2,0.297
10.730,,,,
10.733,,,,
10.736,,,,
10.739,,,,
10.742,3.308E-3,-8.963E-3,1.661E-2,0.213
10.745,,,,
10.748,,,,
10.752,,,,
10.755,,,,
10.758,3.201E-3,-9.229E-3,2.395E-2,0.306
10.761,,,,
10.764,,,,
10.767,,,,
10.770,,,,
10.773,3.094E-3,-9.656E-3,2.316E-2,7.423E-2
10.776,,,,
10.779,,,,
10.782,,,,
10.785,,,,
10.788,3.094E-3,-9.923E-3,2.142E-2,0.133
10.791,,,,
10.794,,,,
10.797,,,,
10.800,,,,
10.803,2.988E-3,-1.030E-2,2.178E-2,0.179
10.806,,,,
10.809,,,,
10.812,,,,
10.815,,,,
10.818,2.934E-3,-1.056E-2,2.120E-2,0.137
10.821,,,,
10.824,,,,
10.827,,,,
10.830,,,,
10.833,3.041E-3,-1.094E-2,2.664E-2,0.353
10.836,,,,
10.839,,,,
10.842,,,,
10.845,,,,
10.848,2.827E-3,-1.136E-2,1.561E-2,0.516
10.852,,,,
10.855,,,,
10.858,,,,
10.861,,,,
10.864,2.809E-3,-1.135E-2,6.521E-3,0.278
10.867,,,,
10.870,,,,
10.873,,,,
10.876,,,,
10.879,2.733E-3,-1.154E-2,1.746E-2,0.405
10.882,,,,
10.885,,,,
10.888,,,,
10.891,,,,
