;masse A;;;;
t;x;y;v;a;
7,530;9,550E-3;4,823E-4;;
7,533;;;;
7,536;;;;
7,539;;;;
7,542;;;;
7,545;1,003E-2;-1,929E-4;4,271E-2;
7,548;;;;
7,552;;;;
7,555;;;;
7,558;;;;
7,561;1,013E-2;-6,753E-4;2,251E-2;0,949
7,564;;;;
7,567;;;;
7,570;;;;
7,573;;;;
7,576;9,936E-3;-8,682E-4;1,273E-2;0,495
7,579;;;;
7,582;;;;
7,585;;;;
7,588;;;;
7,591;1,013E-2;-1,061E-3;1,148E-2;0,540
7,594;;;;
7,597;;;;
7,600;;;;
7,603;;;;
7,606;1,013E-2;-1,158E-3;2,567E-2;0,469
7,609;;;;
7,612;;;;
7,615;;;;
7,618;;;;
7,621;1,003E-2;-1,833E-3;1,007E-2;0,350
7,624;;;;
7,627;;;;
7,630;;;;
7,633;;;;
7,636;1,003E-2;-1,447E-3;1,007E-2;0,544
7,639;;;;
7,642;;;;
7,645;;;;
7,648;;;;
7,652;9,743E-3;-1,929E-3;2,318E-2;0,180
7,655;;;;
7,658;;;;
7,661;;;;
7,664;;;;
7,667;1,023E-2;-2,122E-3;4,502E-3;0,902
7,670;;;;
7,673;;;;
7,676;;;;
7,679;;;;
7,682;9,840E-3;-2,026E-3;1,148E-2;0,817
7,685;;;;
7,688;;;;
7,691;;;;
7,694;;;;
7,697;9,936E-3;-1,929E-3;1,351E-2;1,329
7,700;;;;
7,703;;;;
7,706;;;;
7,709;;;;
7,712;9,550E-3;-2,315E-3;3,559E-2;0,566
7,715;;;;
7,718;;;;
7,721;;;;
7,724;;;;
7,727;9,743E-3;-2,991E-3;1,424E-2;1,321
7,730;;;;
7,733;;;;
7,736;;;;
7,739;;;;
7,742;9,936E-3;-2,508E-3;2,013E-2;0,640
7,745;;;;
7,748;;;;
7,752;;;;
7,755;;;;
7,758;9,550E-3;-2,412E-3;1,567E-2;1,292
7,761;;;;
7,764;;;;
7,767;;;;
7,770;;;;
7,773;9,535E-3;-2,763E-3;2,269E-2;0,945
7,776;;;;
7,779;;;;
7,782;;;;
7,785;;;;
7,788;9,427E-3;-3,088E-3;2,528E-2;0,618
7,791;;;;
7,794;;;;
7,797;;;;
7,800;;;;
7,803;9,644E-3;-3,522E-3;1,517E-2;0,344
7,806;;;;
7,809;;;;
7,812;;;;
7,815;;;;
7,818;9,752E-3;-3,413E-3;2,528E-2;0,611
7,821;;;;
7,824;;;;
7,827;;;;
7,830;;;;
7,833;9,752E-3;-4,280E-3;2,603E-2;0,845
7,836;;;;
7,839;;;;
7,842;;;;
7,845;;;;
7,848;9,535E-3;-4,172E-3;3,055E-2;1,302
7,852;;;;
7,855;;;;
7,858;;;;
7,861;;;;
7,864;9,427E-3;-5,147E-3;1,289E-2;0,622
7,867;;;;
7,870;;;;
7,873;;;;
7,876;;;;
7,879;9,752E-3;-4,497E-3;1,599E-2;1,087
7,882;;;;
7,885;;;;
7,888;;;;
7,891;;;;
7,894;9,210E-3;-4,714E-3;5,470E-2;2,919
7,897;;;;
7,900;;;;
7,903;;;;
7,906;;;;
7,909;9,427E-3;-6,122E-3;8,232E-2;1,418
7,912;;;;
7,915;;;;
7,918;;;;
7,921;;;;
7,924;9,102E-3;-7,206E-3;1,474E-2;2,294
7,927;;;;
7,930;;;;
7,933;;;;
7,936;;;;
7,939;9,319E-3;-6,556E-3;1,011E-2;2,835
7,942;;;;
7,945;;;;
7,948;;;;
7,952;;;;
7,955;9,319E-3;-6,989E-3;4,306E-2;1,364
7,958;;;;
7,961;;;;
7,964;;;;
7,967;;;;
7,970;9,210E-3;-5,255E-3;7,152E-3;2,994
7,973;;;;
7,976;;;;
7,979;;;;
7,982;;;;
7,985;9,319E-3;-6,772E-3;9,004E-2;2,306
7,988;;;;
7,991;;;;
7,994;;;;
7,997;;;;
8,000;9,535E-3;-7,964E-3;7,293E-2;3,913
8,003;;;;
8,006;;;;
8,009;;;;
8,012;;;;
8,015;8,885E-3;-4,605E-3;8,968E-2;1,047
8,018;;;;
8,021;;;;
8,024;;;;
8,027;;;;
8,030;9,319E-3;-5,255E-3;2,175E-2;4,358
8,033;;;;
8,036;;;;
8,039;;;;
8,042;;;;
8,045;8,777E-3;-5,255E-3;1,599E-2;1,279
8,048;;;;
8,052;;;;
8,055;;;;
8,058;;;;
