t,x,y,v,a
6.818,8.645E-3,-3.424E-3,,
6.821,,,,
6.824,,,,
6.827,,,,
6.830,,,,
6.833,8.758E-3,-3.761E-3,5.240E-3,
6.836,,,,
6.839,,,,
6.842,,,,
6.845,,,,
6.848,8.533E-3,-3.537E-3,1.336E-2,0.702
6.852,,,,
6.855,,,,
6.858,,,,
6.861,,,,
6.864,8.533E-3,-3.424E-3,1.995E-2,0.563
6.867,,,,
6.870,,,,
6.873,,,,
6.876,,,,
6.879,7.972E-3,-3.761E-3,2.160E-2,0.356
6.882,,,,
6.885,,,,
6.888,,,,
6.891,,,,
6.894,7.972E-3,-3.761E-3,0.000,0.815
6.897,,,,
6.900,,,,
6.903,,,,
6.906,,,,
6.909,7.972E-3,-3.761E-3,0.000,0.395
6.912,,,,
6.915,,,,
6.918,,,,
6.921,,,,
6.924,7.972E-3,-3.761E-3,1.048E-2,0.198
6.927,,,,
6.930,,,,
6.933,,,,
6.936,,,,
6.939,7.747E-3,-3.986E-3,1.048E-2,2.089E-14
6.942,,,,
6.945,,,,
6.948,,,,
6.952,,,,
6.955,7.747E-3,-3.986E-3,5.240E-3,0.221
6.958,,,,
6.961,,,,
6.964,,,,
6.967,,,,
6.970,7.635E-3,-4.098E-3,8.285E-3,0.702
6.973,,,,
6.976,,,,
6.979,,,,
6.982,,,,
6.985,7.635E-3,-4.210E-3,2.254E-2,0.288
6.988,,,,
6.991,,,,
6.994,,,,
6.997,,,,
7.000,7.523E-3,-4.772E-3,2.254E-2,0.425
7.003,,,,
7.006,,,,
7.009,,,,
7.012,,,,
7.015,7.523E-3,-4.884E-3,3.705E-3,0.781
7.018,,,,
7.021,,,,
7.024,,,,
7.027,,,,
7.030,7.523E-3,-4.884E-3,0.000,0.279
7.033,,,,
7.036,,,,
7.039,,,,
7.042,,,,
7.045,7.523E-3,-4.884E-3,1.112E-2,0.489
7.048,,,,
7.052,,,,
7.055,,,,
7.058,,,,
7.061,7.523E-3,-5.221E-3,1.853E-2,0.252
7.064,,,,
7.067,,,,
7.070,,,,
7.073,,,,
7.076,7.523E-3,-5.445E-3,1.528E-2,0.425
7.079,,,,
7.082,,,,
7.085,,,,
7.088,,,,
7.091,7.410E-3,-5.670E-3,8.285E-3,0.156
7.094,,,,
7.097,,,,
7.100,,,,
7.103,,,,
7.106,7.410E-3,-5.670E-3,8.285E-3,0.156
7.109,,,,
7.112,,,,
7.115,,,,
7.118,,,,
7.121,7.298E-3,-5.895E-3,1.657E-2,0.000
7.124,,,,
7.127,,,,
7.130,,,,
7.133,,,,
7.136,7.186E-3,-6.119E-3,8.285E-3,0.156
7.139,,,,
7.142,,,,
7.145,,,,
7.148,,,,
7.152,7.186E-3,-6.119E-3,1.048E-2,0.140
7.155,,,,
7.158,,,,
7.161,,,,
7.164,,,,
7.167,6.961E-3,-6.344E-3,1.048E-2,0.140
7.170,,,,
7.173,,,,
7.176,,,,
7.179,,,,
7.182,6.961E-3,-6.344E-3,3.705E-3,0.509
7.185,,,,
7.188,,,,
7.191,,,,
7.194,,,,
7.197,6.961E-3,-6.456E-3,2.486E-2,0.349
7.200,,,,
7.203,,,,
7.206,,,,
7.209,,,,
7.212,6.624E-3,-7.017E-3,2.160E-2,0.221
7.215,,,,
7.218,,,,
7.221,,,,
7.224,,,,
7.227,6.624E-3,-7.017E-3,1.112E-2,0.376
7.230,,,,
7.233,,,,
7.236,,,,
7.239,,,,
7.242,6.624E-3,-7.354E-3,3.416E-2,1.907
7.245,,,,
7.248,,,,
7.252,,,,
7.255,,,,
7.258,6.400E-3,-8.028E-3,6.761E-2,0.781
7.261,,,,
7.264,,,,
7.267,,,,
7.270,,,,
7.273,6.288E-3,-9.375E-3,6.471E-2,1.474
7.276,,,,
7.279,,,,
7.282,,,,
7.285,,,,
7.288,5.951E-3,-9.937E-3,1.853E-2,1.319
7.291,,,,
7.294,,,,
7.297,,,,
7.300,,,,
7.303,5.951E-3,-9.824E-3,1.785E-2,0.311
7.306,,,,
7.309,,,,
7.312,,,,
7.315,,,,
7.318,5.804E-3,-1.046E-2,2.242E-2,0.133
7.321,,,,
7.324,,,,
7.327,,,,
7.330,,,,
7.333,5.704E-3,-1.046E-2,4.670E-3,0.536
7.336,,,,
7.339,,,,
7.342,,,,
7.345,,,,
7.348,5.704E-3,-1.056E-2,9.907E-3,0.574
7.352,,,,
7.355,,,,
7.358,,,,
7.361,,,,
7.364,5.704E-3,-1.076E-2,1.981E-2,0.635
7.367,,,,
7.370,,,,
7.373,,,,
7.376,,,,
7.379,5.704E-3,-1.116E-2,2.990E-2,1.031
7.382,,,,
7.385,,,,
7.388,,,,
7.391,,,,
7.394,5.804E-3,-1.166E-2,4.728E-2,0.335
7.397,,,,
7.400,,,,
7.403,,,,
7.406,,,,
7.409,5.404E-3,-1.256E-2,3.557E-2,0.788
7.412,,,,
7.415,,,,
7.418,,,,
7.421,,,,
7.424,5.404E-3,-1.266E-2,1.362E-2,0.399
7.427,,,,
7.430,,,,
7.433,,,,
7.436,,,,
7.439,5.504E-3,-1.296E-2,4.306E-2,0.363
7.442,,,,
