t,x,y,v,a
5.848,4.094E-3,-5.906E-3,,
5.852,,,,
5.855,,,,
5.858,,,,
5.861,,,,
5.864,4.094E-3,-6.577E-3,2.836E-2,
5.867,,,,
5.870,,,,
5.873,,,,
5.876,,,,
5.879,4.765E-3,-6.442E-3,4.429E-3,1.242
5.882,,,,
5.885,,,,
5.888,,,,
5.891,,,,
5.894,3.959E-3,-6.577E-3,1.597E-2,0.752
5.897,,,,
5.900,,,,
5.903,,,,
5.906,,,,
5.909,4.362E-3,-6.174E-3,9.904E-3,1.253
5.912,,,,
5.915,,,,
5.918,,,,
5.921,,,,
5.924,3.825E-3,-6.308E-3,2.801E-2,0.334
5.927,,,,
5.930,,,,
5.933,,,,
5.936,,,,
5.939,4.094E-3,-6.979E-3,1.253E-2,0.501
5.942,,,,
5.945,,,,
5.948,,,,
5.952,,,,
5.955,4.094E-3,-6.577E-3,8.858E-3,1.070
5.958,,,,
5.961,,,,
5.964,,,,
5.967,,,,
5.970,4.094E-3,-7.248E-3,9.904E-3,0.301
5.973,,,,
5.976,,,,
5.979,,,,
5.982,,,,
5.985,3.825E-3,-6.711E-3,9.904E-3,0.301
5.988,,,,
5.991,,,,
5.994,,,,
5.997,,,,
6.000,3.825E-3,-7.113E-3,2.657E-2,0.852
6.003,,,,
6.006,,,,
6.009,,,,
6.012,,,,
6.015,3.825E-3,-7.516E-3,1.597E-2,1.242
6.018,,,,
6.021,,,,
6.024,,,,
6.027,,,,
6.030,4.228E-3,-6.845E-3,2.258E-2,0.792
6.033,,,,
6.036,,,,
6.039,,,,
6.042,,,,
6.045,3.691E-3,-6.845E-3,2.385E-2,0.934
6.048,,,,
6.052,,,,
6.055,,,,
6.058,,,,
6.061,3.557E-3,-7.113E-3,9.904E-3,1.021
6.064,,,,
6.067,,,,
6.070,,,,
6.073,,,,
6.076,3.423E-3,-6.979E-3,1.246E-2,0.259
6.079,,,,
6.082,,,,
6.085,,,,
6.088,,,,
6.091,3.650E-3,-7.479E-3,1.305E-2,0.703
6.094,,,,
6.097,,,,
6.100,,,,
6.103,,,,
6.106,3.530E-3,-7.360E-3,2.127E-2,0.832
6.109,,,,
6.112,,,,
6.115,,,,
6.118,,,,
6.121,3.411E-3,-8.078E-3,2.234E-2,1.053
6.124,,,,
6.127,,,,
6.130,,,,
6.133,,,,
6.136,3.052E-3,-7.838E-3,1.766E-2,1.192
6.139,,,,
6.142,,,,
6.145,,,,
6.148,,,,
6.152,3.889E-3,-8.317E-3,5.585E-3,1.608
6.155,,,,
6.158,,,,
6.161,,,,
6.164,,,,
6.167,3.171E-3,-7.719E-3,5.501E-2,1.120
6.170,,,,
6.173,,,,
6.176,,,,
6.179,,,,
6.182,2.334E-3,-7.719E-3,3.576E-2,2.951
6.185,,,,
6.188,,,,
6.191,,,,
6.194,,,,
6.197,3.291E-3,-8.796E-3,6.368E-2,1.053
6.200,,,,
6.203,,,,
6.206,,,,
6.209,,,,
6.212,3.291E-3,-9.394E-3,7.898E-3,1.896
6.215,,,,
6.218,,,,
6.221,,,,
6.224,,,,
6.227,3.052E-3,-8.796E-3,7.898E-3,0.421
6.230,,,,
6.233,,,,
6.236,,,,
6.239,,,,
6.242,3.052E-3,-9.394E-3,1.675E-2,0.567
6.245,,,,
6.248,,,,
6.252,,,,
6.255,,,,
6.258,2.693E-3,-9.155E-3,7.898E-3,1.074
6.261,,,,
6.264,,,,
6.267,,,,
6.270,,,,
6.273,2.812E-3,-9.394E-3,2.014E-2,0.235
6.276,,,,
6.279,,,,
6.282,,,,
6.285,,,,
6.288,3.291E-3,-9.274E-3,1.117E-2,0.666
6.291,,,,
6.294,,,,
6.297,,,,
6.300,,,,
6.303,2.573E-3,-9.155E-3,1.975E-2,0.542
6.306,,,,
6.309,,,,
6.312,,,,
6.315,,,,
6.318,2.812E-3,-9.633E-3,1.975E-2,0.703
6.321,,,,
6.324,,,,
6.327,,,,
6.330,,,,
6.333,2.932E-3,-9.633E-3,2.127E-2,0.909
6.336,,,,
6.339,,,,
6.342,,,,
6.345,,,,
6.348,2.573E-3,-1.023E-2,1.975E-2,0.167
6.352,,,,
6.355,,,,
6.358,,,,
6.361,,,,
6.364,2.453E-3,-9.992E-3,3.949E-3,0.582
6.367,,,,
6.370,,,,
6.373,,,,
6.376,,,,
6.379,2.573E-3,-1.035E-2,1.185E-2,0.968
6.382,,,,
6.385,,,,
6.388,,,,
6.391,,,,
6.394,2.453E-3,-1.035E-2,2.402E-2,0.897
6.397,,,,
6.400,,,,
6.403,,,,
6.406,,,,
6.409,2.453E-3,-1.107E-2,1.766E-2,0.537
6.412,,,,
6.415,,,,
6.418,,,,
6.421,,,,
6.424,1.975E-3,-1.059E-2,3.949E-3,1.107
6.427,,,,
6.430,,,,
6.433,,,,
6.436,,,,
6.439,2.453E-3,-1.095E-2,4.772E-2,1.120
6.442,,,,
6.445,,,,
6.448,,,,
6.452,,,,
6.455,2.573E-3,-1.191E-2,3.576E-2,0.948
6.458,,,,
6.461,,,,
6.464,,,,
6.467,,,,
6.470,2.334E-3,-1.203E-2,1.249E-2,2.607
6.473,,,,
6.476,,,,
6.479,,,,
6.482,,,,
6.485,2.453E-3,-1.227E-2,3.184E-2,0.477
6.488,,,,
6.491,,,,
6.494,,,,
6.497,,,,
6.500,2.453E-3,-1.107E-2,5.585E-3,1.463
6.503,,,,
6.506,,,,
6.509,,,,
6.512,,,,
6.515,2.573E-3,-1.215E-2,4.362E-2,1.863
6.518,,,,
6.521,,,,
6.524,,,,
6.527,,,,
6.530,2.334E-3,-1.239E-2,3.184E-2,1.045
6.533,,,,
6.536,,,,
6.539,,,,
6.542,,,,
6.545,2.453E-3,-1.310E-2,2.369E-2,0.447
6.548,,,,
6.552,,,,
6.555,,,,
6.558,,,,
6.561,2.334E-3,-1.310E-2,1.117E-2,0.759
6.564,,,,
6.567,,,,
6.570,,,,
6.573,,,,
6.576,2.214E-3,-1.334E-2,8.831E-3,0.600
6.579,,,,
6.582,,,,
6.585,,,,
6.588,,,,
6.591,2.214E-3,-1.334E-2,1.424E-2,0.582
6.594,,,,
6.597,,,,
6.600,,,,
6.603,,,,
6.606,1.975E-3,-1.298E-2,1.249E-2,0.971
6.609,,,,
6.612,,,,
6.615,,,,
6.618,,,,
6.621,2.334E-3,-1.370E-2,3.159E-2,1.134
6.624,,,,
6.627,,,,
6.630,,,,
6.633,,,,
6.636,1.975E-3,-1.394E-2,3.184E-2,1.212
6.639,,,,
6.642,,,,
6.645,,,,
6.648,,,,
6.652,2.453E-3,-1.466E-2,1.766E-2,0.471
6.655,,,,
6.658,,,,
6.661,,,,
6.664,,,,
6.667,1.735E-3,-1.442E-2,2.014E-2,0.823
6.670,,,,
6.673,,,,
6.676,,,,
6.679,,,,
6.682,2.334E-3,-1.526E-2,1.975E-2,0.269
6.685,,,,
6.688,,,,
6.691,,,,
6.694,,,,
6.697,2.214E-3,-1.478E-2,1.249E-2,0.779
6.700,,,,
6.703,,,,
6.706,,,,
6.709,,,,
6.712,1.975E-3,-1.538E-2,3.518E-2,1.213
6.715,,,,
6.718,,,,
6.721,,,,
6.724,,,,
6.727,2.025E-3,-1.583E-2,3.251E-2,0.995
6.730,,,,
6.733,,,,
6.736,,,,
6.739,,,,
6.742,2.025E-3,-1.636E-2,1.759E-2,0.708
6.745,,,,
6.748,,,,
6.752,,,,
6.755,,,,
6.758,1.599E-3,-1.615E-2,1.450E-2,0.239
6.761,,,,
6.764,,,,
6.767,,,,
6.770,,,,
6.773,1.599E-3,-1.647E-2,1.450E-2,1.721
6.776,,,,
6.779,,,,
6.782,,,,
6.785,,,,
6.788,1.492E-3,-1.657E-2,3.243E-2,0.921
6.791,,,,
6.794,,,,
6.797,,,,
6.800,,,,
6.803,2.345E-3,-1.711E-2,4.887E-2,0.612
6.806,,,,
6.809,,,,
6.812,,,,
6.815,,,,
6.818,2.238E-3,-1.785E-2,3.535E-2,1.135
6.821,,,,
6.824,,,,
6.827,,,,
6.830,,,,
6.833,2.238E-3,-1.817E-2,3.885E-2,0.865
6.836,,,,
6.839,,,,
6.842,,,,
6.845,,,,
6.848,2.132E-3,-1.903E-2,2.140E-2,0.667
6.852,,,,
6.855,,,,
6.858,,,,
6.861,,,,
6.864,2.132E-3,-1.881E-2,4.974E-3,1.130
6.867,,,,
6.870,,,,
6.873,,,,
6.876,,,,
6.879,2.025E-3,-1.913E-2,3.517E-3,0.518
6.882,,,,
6.885,,,,
6.888,,,,
6.891,,,,
6.894,2.025E-3,-1.881E-2,1.112E-2,0.338
6.897,,,,
6.900,,,,
6.903,,,,
6.906,,,,
6.909,1.705E-3,-1.924E-2,1.055E-2,1.491
6.912,,,,
6.915,,,,
6.918,,,,
6.921,,,,
6.924,2.025E-3,-1.913E-2,3.464E-2,1.012
6.927,,,,
6.930,,,,
6.933,,,,
6.936,,,,
6.939,2.132E-3,-2.020E-2,1.894E-2,0.776
6.942,,,,
6.945,,,,
6.948,,,,
6.952,,,,
6.955,1.492E-3,-1.935E-2,1.894E-2,0.332
6.958,,,,
6.961,,,,
6.964,,,,
6.967,,,,
6.970,1.599E-3,-1.999E-2,2.462E-2,1.196
6.973,,,,
6.976,,,,
6.979,,,,
6.982,,,,
6.985,1.492E-3,-2.009E-2,1.759E-2,0.332
6.988,,,,
6.991,,,,
6.994,,,,
6.997,,,,
7.000,1.279E-3,-2.041E-2,3.587E-2,0.398
7.003,,,,
7.006,,,,
7.009,,,,
7.012,,,,
7.015,1.279E-3,-2.116E-2,3.243E-2,0.742
7.018,,,,
7.021,,,,
7.024,,,,
7.027,,,,
7.030,1.066E-3,-2.137E-2,9.949E-3,0.133
7.033,,,,
7.036,,,,
7.039,,,,
7.042,,,,
7.045,1.066E-3,-2.137E-2,2.814E-2,0.929
7.048,,,,
7.052,,,,
7.055,,,,
7.058,,,,
7.061,1.066E-3,-2.222E-2,4.627E-2,0.799
7.064,,,,
7.067,,,,
7.070,,,,
7.073,,,,
7.076,8.527E-4,-2.276E-2,4.011E-2,2.083
7.079,,,,
7.082,,,,
7.085,,,,
7.088,,,,
7.091,1.386E-3,-2.340E-2,7.865E-3,0.810
7.094,,,,
7.097,,,,
7.100,,,,
7.103,,,,
7.106,7.461E-4,-2.254E-2,2.140E-2,0.332
7.109,,,,
7.112,,,,
7.115,,,,
7.118,,,,
7.121,7.461E-4,-2.329E-2,2.462E-2,1.960
7.124,,,,
7.127,,,,
7.130,,,,
7.133,,,,
7.136,7.461E-4,-2.329E-2,3.166E-2,1.135
7.139,,,,
7.142,,,,
7.145,,,,
7.148,,,,
7.152,7.461E-4,-2.425E-2,7.044E-2,0.920
7.155,,,,
7.158,,,,
7.161,,,,
7.164,,,,
7.167,8.527E-4,-2.542E-2,1.141E-2,1.279
7.170,,,,
7.173,,,,
7.176,,,,
7.179,,,,
7.182,8.541E-4,-2.458E-2,7.196E-3,1.218
7.185,,,,
7.188,,,,
7.191,,,,
7.194,,,,
7.197,1.044E-3,-2.553E-2,7.203E-2,1.155
7.200,,,,
7.203,,,,
7.206,,,,
7.209,,,,
7.212,8.541E-4,-2.676E-2,3.784E-2,1.854
7.215,,,,
7.218,,,,
7.221,,,,
7.224,,,,
7.227,5.694E-4,-2.657E-2,6.263E-3,0.922
7.230,,,,
7.233,,,,
7.236,,,,
7.239,,,,
7.242,1.044E-3,-2.676E-2,2.954E-2,1.612
7.245,,,,
7.248,,,,
7.252,,,,
7.255,,,,
7.258,1.044E-3,-2.733E-2,4.902E-2,0.878
7.261,,,,
7.264,,,,
7.267,,,,
7.270,,,,
7.273,3.796E-4,-2.809E-2,7.002E-3,0.557
7.276,,,,
7.279,,,,
7.282,,,,
7.285,,,,
7.288,9.489E-4,-2.752E-2,1.129E-2,0.740
7.291,,,,
7.294,,,,
7.297,,,,
7.300,,,,
7.303,5.694E-4,-2.837E-2,1.566E-2,1.823
7.306,,,,
7.309,,,,
7.312,,,,
7.315,,,,
7.318,6.643E-4,-2.790E-2,3.194E-2,0.974
7.321,,,,
7.324,,,,
7.327,,,,
7.330,,,,
7.333,3.796E-4,-2.932E-2,2.101E-2,0.461
7.336,,,,
7.339,,,,
7.342,,,,
7.345,,,,
7.348,3.796E-4,-2.847E-2,9.903E-3,
7.352,,,,
7.355,,,,
7.358,,,,
7.361,,,,
7.364,9.489E-5,-2.942E-2,,
