t,x,y,v,a
8.485,1.718E-2,-5.527E-3,,
8.488,,,,
8.491,,,,
8.494,,,,
8.497,,,,
8.500,1.718E-2,-6.030E-3,2.225E-2,
8.503,,,,
8.506,,,,
8.509,,,,
8.512,,,,
8.515,1.749E-2,-6.130E-3,7.416E-3,0.258
8.518,,,,
8.521,,,,
8.524,,,,
8.527,,,,
8.530,1.729E-2,-6.231E-3,1.327E-2,0.791
8.533,,,,
8.536,,,,
8.539,,,,
8.542,,,,
8.545,1.749E-2,-6.532E-3,1.049E-2,0.593
8.548,,,,
8.552,,,,
8.555,,,,
8.558,,,,
8.561,1.739E-2,-5.929E-3,1.658E-2,0.577
8.564,,,,
8.567,,,,
8.570,,,,
8.573,,,,
8.576,1.749E-2,-6.030E-3,1.934E-2,1.190
8.579,,,,
8.582,,,,
8.585,,,,
8.588,,,,
8.591,1.769E-2,-6.432E-3,1.990E-2,0.729
8.594,,,,
8.597,,,,
8.600,,,,
8.603,,,,
8.606,1.749E-2,-6.633E-3,7.416E-3,0.665
8.609,,,,
8.612,,,,
8.615,,,,
8.618,,,,
8.621,1.749E-2,-6.331E-3,9.949E-3,1.010
8.624,,,,
8.627,,,,
8.630,,,,
8.633,,,,
8.636,1.718E-2,-6.633E-3,2.124E-2,0.699
8.639,,,,
8.642,,,,
8.645,,,,
8.648,,,,
8.652,1.789E-2,-6.834E-3,1.934E-2,0.538
8.655,,,,
8.658,,,,
8.661,,,,
8.664,,,,
8.667,1.749E-2,-7.135E-3,1.934E-2,0.871
8.670,,,,
8.673,,,,
8.676,,,,
8.679,,,,
8.682,1.739E-2,-7.135E-3,1.196E-2,0.813
8.685,,,,
8.688,,,,
8.691,,,,
8.694,,,,
8.697,1.769E-2,-6.834E-3,1.934E-2,0.923
8.700,,,,
8.703,,,,
8.706,,,,
8.709,,,,
8.712,1.708E-2,-6.633E-3,1.367E-2,0.488
8.715,,,,
8.718,,,,
8.721,,,,
8.724,,,,
8.727,1.779E-2,-7.236E-3,2.097E-2,0.177
8.730,,,,
8.733,,,,
8.736,,,,
8.739,,,,
8.742,1.769E-2,-6.834E-3,1.327E-2,1.251
8.745,,,,
8.748,,,,
8.752,,,,
8.755,,,,
8.758,1.739E-2,-7.236E-3,9.949E-3,0.628
8.761,,,,
8.764,,,,
8.767,,,,
8.770,,,,
8.773,1.739E-2,-6.834E-3,7.416E-3,1.389
8.776,,,,
8.779,,,,
8.782,,,,
8.785,,,,
8.788,1.718E-2,-7.336E-3,1.786E-2,0.188
8.791,,,,
8.794,,,,
8.797,,,,
8.800,,,,
8.803,1.789E-2,-6.633E-3,2.124E-2,0.225
8.806,,,,
8.809,,,,
8.812,,,,
8.815,,,,
8.818,1.759E-2,-6.834E-3,4.690E-3,1.987
8.821,,,,
8.824,,,,
8.827,,,,
8.830,,,,
8.833,1.779E-2,-6.733E-3,2.653E-2,0.451
8.836,,,,
8.839,,,,
8.842,,,,
8.845,,,,
8.848,1.759E-2,-7.638E-3,2.391E-2,0.177
8.852,,,,
8.855,,,,
8.858,,,,
8.861,,,,
8.864,1.718E-2,-7.135E-3,0.000,0.902
8.867,,,,
