t,x,y,v,a
3.030,1.330E-2,1.477E-2,,
3.033,,,,
3.036,,,,
3.039,,,,
3.042,,,,
3.045,1.313E-2,1.460E-2,1.613E-2,
3.048,,,,
3.052,,,,
3.055,,,,
3.058,,,,
3.061,1.365E-2,1.443E-2,3.070E-2,0.538
3.064,,,,
3.067,,,,
3.070,,,,
3.073,,,,
3.076,1.348E-2,1.373E-2,3.070E-2,1.295
3.079,,,,
3.082,,,,
3.085,,,,
3.088,,,,
3.091,1.330E-2,1.356E-2,1.275E-2,1.462
3.094,,,,
3.097,,,,
3.100,,,,
3.103,,,,
3.106,1.313E-2,1.391E-2,1.613E-2,0.608
3.109,,,,
3.112,,,,
3.115,,,,
3.118,,,,
3.121,1.365E-2,1.391E-2,1.613E-2,1.075
3.124,,,,
3.127,,,,
3.130,,,,
3.133,,,,
3.136,1.348E-2,1.356E-2,2.419E-2,0.548
3.139,,,,
3.142,,,,
3.145,,,,
3.148,,,,
3.152,1.313E-2,1.339E-2,2.351E-2,0.288
3.155,,,,
3.158,,,,
3.161,,,,
3.164,,,,
3.167,1.365E-2,1.287E-2,2.824E-2,0.553
3.170,,,,
3.173,,,,
3.176,,,,
3.179,,,,
3.182,1.321E-2,1.254E-2,1.114E-2,1.058
3.185,,,,
3.188,,,,
3.191,,,,
3.194,,,,
3.197,1.370E-2,1.254E-2,1.455E-2,0.435
3.200,,,,
3.203,,,,
3.206,,,,
3.209,,,,
3.212,1.297E-2,1.217E-2,1.455E-2,0.274
3.215,,,,
3.218,,,,
3.221,,,,
3.224,,,,
3.227,1.345E-2,1.217E-2,1.455E-2,0.823
3.230,,,,
3.233,,,,
3.236,,,,
3.239,,,,
3.242,1.321E-2,1.180E-2,8.073E-3,0.761
3.245,,,,
3.248,,,,
3.252,,,,
3.255,,,,
3.258,1.321E-2,1.217E-2,2.354E-2,0.992
3.261,,,,
3.264,,,,
3.267,,,,
3.270,,,,
3.273,1.358E-2,1.119E-2,4.156E-2,0.841
3.276,,,,
3.279,,,,
3.282,,,,
3.285,,,,
3.288,1.382E-2,1.107E-2,1.276E-2,0.992
3.291,,,,
3.294,,,,
3.297,,,,
3.300,,,,
3.303,1.321E-2,1.107E-2,1.455E-2,0.274
3.306,,,,
3.309,,,,
3.312,,,,
3.315,,,,
3.318,1.358E-2,1.070E-2,1.805E-2,0.215
3.321,,,,
3.324,,,,
3.327,,,,
3.330,,,,
3.333,1.345E-2,1.058E-2,1.712E-2,0.689
3.336,,,,
3.339,,,,
3.342,,,,
3.345,,,,
3.348,1.321E-2,1.034E-2,3.655E-2,0.388
3.352,,,,
3.355,,,,
3.358,,,,
3.361,,,,
3.364,1.358E-2,9.479E-3,1.211E-2,1.001
3.367,,,,
3.370,,,,
3.373,,,,
3.376,,,,
3.379,1.321E-2,9.969E-3,1.276E-2,0.444
3.382,,,,
3.385,,,,
3.388,,,,
3.391,,,,
3.394,1.345E-2,9.846E-3,1.615E-2,1.530
3.397,,,,
3.400,,,,
3.403,,,,
3.406,,,,
3.409,1.321E-2,9.479E-3,3.328E-2,0.304
3.412,,,,
3.415,,,,
3.418,,,,
3.421,,,,
3.424,1.321E-2,8.868E-3,2.058E-2,0.992
3.427,,,,
3.430,,,,
3.433,,,,
3.436,,,,
3.439,1.309E-2,8.868E-3,1.455E-2,0.274
3.442,,,,
3.445,,,,
3.448,,,,
3.452,,,,
3.455,1.358E-2,8.623E-3,2.354E-2,0.538
3.458,,,,
3.461,,,,
3.464,,,,
3.467,,,,
3.470,1.345E-2,8.256E-3,2.174E-2,0.765
3.473,,,,
3.476,,,,
3.479,,,,
3.482,,,,
3.485,1.333E-2,8.012E-3,1.805E-2,0.340
3.488,,,,
3.491,,,,
3.494,,,,
3.497,,,,
3.500,1.321E-2,7.767E-3,2.854E-2,0.108
3.503,,,,
3.506,,,,
3.509,,,,
3.512,,,,
3.515,1.321E-2,7.155E-3,2.058E-2,0.241
3.518,,,,
3.521,,,,
3.524,,,,
3.527,,,,
3.530,1.309E-2,7.155E-3,2.018E-2,0.410
3.533,,,,
3.536,,,,
3.539,,,,
3.542,,,,
3.545,1.284E-2,6.666E-3,3.254E-2,0.511
3.548,,,,
3.552,,,,
3.555,,,,
3.558,,,,
3.561,1.321E-2,6.177E-3,2.854E-2,0.444
3.564,,,,
3.567,,,,
3.570,,,,
3.573,,,,
3.576,1.297E-2,5.810E-3,2.018E-2,1.248
3.579,,,,
3.582,,,,
3.585,,,,
3.588,,,,
3.591,1.321E-2,5.565E-3,8.073E-3,0.549
3.594,,,,
3.597,,,,
3.600,,,,
3.603,,,,
3.606,1.272E-2,5.810E-3,2.455E-2,1.276
3.609,,,,
3.612,,,,
3.615,,,,
3.618,,,,
3.621,1.309E-2,4.831E-3,5.263E-2,0.444
3.624,,,,
3.627,,,,
3.630,,,,
3.633,,,,
3.636,1.260E-2,4.220E-3,1.455E-2,1.454
3.639,,,,
3.642,,,,
3.645,,,,
3.648,,,,
3.652,1.284E-2,4.464E-3,4.036E-3,0.533
3.655,,,,
3.658,,,,
3.661,,,,
3.664,,,,
3.667,1.272E-2,4.220E-3,2.018E-2,1.303
3.670,,,,
3.673,,,,
3.676,,,,
3.679,,,,
3.682,1.284E-2,3.853E-3,3.655E-2,0.689
3.685,,,,
3.688,,,,
3.691,,,,
3.694,,,,
3.697,1.284E-2,3.119E-3,3.472E-2,0.444
3.700,,,,
3.703,,,,
3.706,,,,
3.709,,,,
3.712,1.223E-2,2.997E-3,2.018E-2,0.650
3.715,,,,
3.718,,,,
3.721,,,,
3.724,,,,
3.727,1.248E-2,2.630E-3,1.615E-2,1.021
3.730,,,,
3.733,,,,
3.736,,,,
3.739,,,,
3.742,1.223E-2,2.507E-3,2.455E-2,0.487
3.745,,,,
3.748,,,,
3.752,,,,
3.755,,,,
3.758,1.260E-2,1.896E-3,3.229E-2,0.215
3.761,,,,
3.764,,,,
3.767,,,,
3.770,,,,
3.773,1.223E-2,1.529E-3,2.708E-2,0.594
3.776,,,,
3.779,,,,
3.782,,,,
3.785,,,,
3.788,1.223E-2,1.162E-3,2.058E-2,0.108
3.791,,,,
3.794,,,,
3.797,,,,
3.800,,,,
3.803,1.211E-2,9.174E-4,2.708E-2,0.381
3.806,,,,
3.809,,,,
3.812,,,,
3.815,,,,
3.818,1.186E-2,4.281E-4,3.229E-2,0.628
3.821,,,,
3.824,,,,
3.827,,,,
3.830,,,,
3.833,1.211E-2,-6.116E-5,3.074E-2,0.108
3.836,,,,
3.839,,,,
3.842,,,,
3.845,,,,
3.848,1.223E-2,-4.281E-4,2.825E-2,0.314
3.852,,,,
3.855,,,,
3.858,,,,
3.861,,,,
3.864,1.211E-2,-9.174E-4,2.825E-2,0.170
3.867,,,,
3.870,,,,
3.873,,,,
3.876,,,,
3.879,1.223E-2,-1.284E-3,2.825E-2,0.554
3.882,,,,
3.885,,,,
3.888,,,,
3.891,,,,
3.894,1.211E-2,-1.774E-3,1.805E-2,0.761
3.897,,,,
3.900,,,,
3.903,,,,
3.906,,,,
3.909,1.199E-2,-1.774E-3,0.000,0.215
3.912,,,,
3.915,,,,
3.918,,,,
3.921,,,,
3.924,1.211E-2,-1.774E-3,1.211E-2,1.303
3.927,,,,
3.930,,,,
3.933,,,,
3.936,,,,
3.939,1.199E-2,-2.140E-3,4.116E-2,0.963
3.942,,,,
3.945,,,,
3.948,,,,
3.952,,,,
3.955,1.186E-2,-2.997E-3,4.513E-2,0.410
3.958,,,,
3.961,,,,
3.964,,,,
3.967,,,,
3.970,1.174E-2,-3.486E-3,2.455E-2,1.239
3.973,,,,
3.976,,,,
3.979,,,,
3.982,,,,
3.985,1.174E-2,-3.731E-3,8.073E-3,0.549
3.988,,,,
3.991,,,,
3.994,,,,
3.997,,,,
4.000,1.174E-2,-3.731E-3,1.455E-2,0.487
4.003,,,,
4.006,,,,
4.009,,,,
4.012,,,,
4.015,1.138E-2,-3.975E-3,2.058E-2,1.164
4.018,,,,
4.021,,,,
4.024,,,,
4.027,,,,
4.030,1.186E-2,-4.342E-3,4.116E-2,0.820
4.033,,,,
4.036,,,,
4.039,,,,
4.042,,,,
4.045,1.162E-2,-5.198E-3,5.106E-2,0.761
4.048,,,,
4.052,,,,
4.055,,,,
4.058,,,,
4.061,1.138E-2,-5.810E-3,2.553E-2,0.963
4.064,,,,
4.067,,,,
4.070,,,,
4.073,,,,
4.076,1.138E-2,-5.932E-3,1.664E-2,0.750
4.079,,,,
4.082,,,,
4.085,,,,
4.088,,,,
4.091,1.125E-2,-6.299E-3,2.174E-2,0.410
4.094,,,,
4.097,,,,
4.100,,,,
4.103,,,,
4.106,1.162E-2,-6.544E-3,2.553E-2,0.776
4.109,,,,
4.112,,,,
4.115,,,,
4.118,,,,
4.121,1.150E-2,-7.033E-3,3.472E-2,0.538
4.124,,,,
4.127,,,,
4.130,,,,
4.133,,,,
4.136,1.101E-2,-7.400E-3,3.328E-2,0.481
4.139,,,,
4.142,,,,
4.145,,,,
4.148,,,,
4.152,1.125E-2,-8.012E-3,2.058E-2,0.538
4.155,,,,
4.158,,,,
4.161,,,,
4.164,,,,
4.167,1.089E-2,-8.012E-3,2.058E-2,0.108
4.170,,,,
4.173,,,,
4.176,,,,
4.179,,,,
4.182,1.113E-2,-8.623E-3,2.854E-2,0.444
4.185,,,,
4.188,,,,
4.191,,,,
4.194,,,,
4.197,1.101E-2,-8.868E-3,2.911E-2,0.152
4.200,,,,
4.203,,,,
4.206,,,,
4.209,,,,
4.212,1.064E-2,-9.357E-3,3.254E-2,0.228
4.215,,,,
4.218,,,,
4.221,,,,
4.224,,,,
4.227,1.089E-2,-9.846E-3,2.422E-2,0.304
4.230,,,,
4.233,,,,
4.236,,,,
4.239,,,,
4.242,1.064E-2,-1.009E-2,2.354E-2,0.241
4.245,,,,
4.248,,,,
4.252,,,,
4.255,,,,
4.258,1.052E-2,-1.046E-2,3.254E-2,7.611E-2
4.261,,,,
4.264,,,,
4.267,,,,
4.270,,,,
4.273,1.076E-2,-1.107E-2,2.455E-2,0.170
4.276,,,,
4.279,,,,
4.282,,,,
4.285,,,,
4.288,1.040E-2,-1.119E-2,2.854E-2,0.388
4.291,,,,
4.294,,,,
4.297,,,,
4.300,,,,
4.303,1.064E-2,-1.193E-2,2.455E-2,0.170
4.306,,,,
4.309,,,,
4.312,,,,
4.315,,,,
4.318,1.052E-2,-1.193E-2,2.174E-2,0.511
4.321,,,,
4.324,,,,
4.327,,,,
4.330,,,,
4.333,1.040E-2,-1.254E-2,2.939E-2,0.917
4.336,,,,
4.339,,,,
4.342,,,,
4.345,,,,
4.348,1.027E-2,-1.278E-2,3.328E-2,0.628
4.352,,,,
4.355,,,,
4.358,,,,
4.361,,,,
4.364,1.064E-2,-1.352E-2,2.058E-2,0.323
4.367,,,,
4.370,,,,
4.373,,,,
4.376,,,,
4.379,1.015E-2,-1.339E-2,1.712E-2,0.241
4.382,,,,
4.385,,,,
4.388,,,,
4.391,,,,
4.394,1.027E-2,-1.388E-2,3.229E-2,0.820
4.397,,,,
4.400,,,,
4.403,,,,
4.406,,,,
4.409,1.015E-2,-1.437E-2,3.328E-2,0.549
4.412,,,,
4.415,,,,
4.418,,,,
4.421,,,,
4.424,1.003E-2,-1.486E-2,2.174E-2,0.614
4.427,,,,
4.430,,,,
4.433,,,,
4.436,,,,
