t,x,y,v,a
12.515,3.164E-3,-4.775E-3,,
12.518,,,,
12.521,,,,
12.524,,,,
12.527,,,,
12.530,3.459E-3,-5.588E-3,5.878E-2,
12.533,,,,
12.536,,,,
12.539,,,,
12.542,,,,
12.545,3.353E-3,-6.546E-3,3.617E-2,2.225
12.548,,,,
12.552,,,,
12.555,,,,
12.558,,,,
12.561,2.927E-3,-6.546E-3,2.675E-2,0.755
12.564,,,,
12.567,,,,
12.570,,,,
12.573,,,,
12.576,2.608E-3,-6.227E-3,2.137E-2,1.286
12.579,,,,
12.582,,,,
12.585,,,,
12.588,,,,
12.591,3.034E-3,-7.185E-3,2.743E-2,0.148
12.594,,,,
12.597,,,,
12.600,,,,
12.603,,,,
12.606,3.247E-3,-6.759E-3,4.968E-3,1.315
12.609,,,,
12.612,,,,
12.615,,,,
12.618,,,,
12.621,3.140E-3,-7.079E-3,1.267E-2,0.704
12.624,,,,
12.627,,,,
12.630,,,,
12.633,,,,
12.636,2.927E-3,-6.972E-3,1.111E-2,0.281
12.639,,,,
12.642,,,,
12.645,,,,
12.648,,,,
12.652,2.821E-3,-7.185E-3,7.855E-3,0.357
12.655,,,,
12.658,,,,
12.661,,,,
12.664,,,,
12.667,2.821E-3,-7.185E-3,3.513E-3,0.239
12.670,,,,
12.673,,,,
12.676,,,,
12.679,,,,
12.682,2.821E-3,-7.291E-3,1.405E-2,1.035
12.685,,,,
12.688,,,,
12.691,,,,
12.694,,,,
12.697,2.821E-3,-7.611E-3,3.314E-2,0.199
12.700,,,,
12.703,,,,
12.706,,,,
12.709,,,,
12.712,3.353E-3,-8.143E-3,2.249E-2,0.830
12.715,,,,
12.718,,,,
12.721,,,,
12.724,,,,
12.727,3.247E-3,-8.143E-3,3.513E-3,1.870
12.730,,,,
12.733,,,,
12.736,,,,
12.739,,,,
12.742,3.247E-3,-8.143E-3,2.832E-2,0.273
12.745,,,,
12.748,,,,
12.752,,,,
12.755,,,,
12.758,3.140E-3,-7.291E-3,9.935E-3,0.806
12.761,,,,
12.764,,,,
12.767,,,,
12.770,,,,
12.773,3.034E-3,-7.930E-3,1.892E-2,0.596
12.776,,,,
12.779,,,,
12.782,,,,
12.785,,,,
12.788,2.927E-3,-7.824E-3,7.855E-3,0.741
12.791,,,,
12.794,,,,
12.797,,,,
12.800,,,,
12.803,2.821E-3,-7.824E-3,3.513E-3,0.239
12.806,,,,
12.809,,,,
12.812,,,,
12.815,,,,
12.818,2.821E-3,-7.824E-3,1.267E-2,0.148
12.821,,,,
12.824,,,,
12.827,,,,
12.830,,,,
12.833,2.501E-3,-7.611E-3,1.267E-2,1.378
12.836,,,,
12.839,,,,
12.842,,,,
12.845,,,,
12.848,2.501E-3,-7.611E-3,3.022E-2,0.755
12.852,,,,
12.855,,,,
12.858,,,,
12.861,,,,
12.864,3.247E-3,-8.143E-3,2.249E-2,0.830
12.867,,,,
12.870,,,,
12.873,,,,
12.876,,,,
12.879,3.034E-3,-8.037E-3,1.111E-2,0.843
12.882,,,,
12.885,,,,
12.888,,,,
12.891,,,,
12.894,2.927E-3,-8.037E-3,3.513E-3,0.611
12.897,,,,
12.900,,,,
12.903,,,,
12.906,,,,
12.909,3.140E-3,-8.037E-3,9.935E-3,0.132
12.912,,,,
12.915,,,,
12.918,,,,
12.921,,,,
12.924,3.140E-3,-8.249E-3,7.025E-3,1.092
12.927,,,,
12.930,,,,
12.933,,,,
12.936,,,,
12.939,3.140E-3,-8.249E-3,2.137E-2,0.331
12.942,,,,
12.945,,,,
12.948,,,,
12.952,,,,
12.955,2.501E-3,-8.143E-3,1.111E-2,0.800
12.958,,,,
12.961,,,,
12.964,,,,
12.967,,,,
12.970,3.034E-3,-8.569E-3,2.249E-2,0.331
12.973,,,,
12.976,,,,
12.979,,,,
12.982,,,,
12.985,3.034E-3,-8.569E-3,4.968E-3,0.864
12.988,,,,
12.991,,,,
12.994,,,,
12.997,,,,
13.000,2.927E-3,-8.675E-3,4.968E-3,9.368E-2
13.003,,,,
13.006,,,,
13.009,,,,
13.012,,,,
13.015,2.927E-3,-8.675E-3,0.000,0.187
13.018,,,,
13.021,,,,
13.024,,,,
13.027,,,,
13.030,2.927E-3,-8.675E-3,0.000,0.187
13.033,,,,
13.036,,,,
13.039,,,,
13.042,,,,
13.045,2.927E-3,-8.675E-3,4.968E-3,9.368E-2
13.048,,,,
13.052,,,,
13.055,,,,
13.058,,,,
13.061,2.821E-3,-8.782E-3,4.968E-3,0.338
13.064,,,,
13.067,,,,
13.070,,,,
13.073,,,,
13.076,2.821E-3,-8.782E-3,1.054E-2,0.148
13.079,,,,
13.082,,,,
13.085,,,,
13.088,,,,
13.091,2.501E-3,-8.782E-3,1.054E-2,0.239
13.094,,,,
13.097,,,,
13.100,,,,
13.103,,,,
13.106,2.501E-3,-8.782E-3,3.513E-3,0.444
13.109,,,,
13.112,,,,
