t,x,y,v,a
4.667,1.287E-2,1.584E-2,,
4.670,,,,
4.673,,,,
4.676,,,,
4.679,,,,
4.682,1.321E-2,1.499E-2,2.304E-2,
4.685,,,,
4.688,,,,
4.691,,,,
4.694,,,,
4.697,1.270E-2,1.516E-2,3.952E-2,1.085
4.700,,,,
4.703,,,,
4.706,,,,
4.709,,,,
4.712,1.202E-2,1.482E-2,3.749E-2,1.900
4.715,,,,
4.718,,,,
4.721,,,,
4.724,,,,
4.727,1.169E-2,1.465E-2,1.767E-2,1.164
4.730,,,,
4.733,,,,
4.736,,,,
4.739,,,,
4.742,1.253E-2,1.465E-2,2.015E-2,0.972
4.745,,,,
4.748,,,,
4.752,,,,
4.755,,,,
4.758,1.219E-2,1.431E-2,3.259E-2,1.612
4.761,,,,
4.764,,,,
4.767,,,,
4.770,,,,
4.773,1.169E-2,1.414E-2,3.259E-2,0.537
4.776,,,,
4.779,,,,
4.782,,,,
4.785,,,,
4.788,1.135E-2,1.380E-2,2.015E-2,1.935
4.791,,,,
4.794,,,,
4.797,,,,
4.800,,,,
4.803,1.135E-2,1.363E-2,4.506E-2,0.527
4.806,,,,
4.809,,,,
4.812,,,,
4.815,,,,
4.818,1.202E-2,1.262E-2,4.069E-2,1.178
4.821,,,,
4.824,,,,
4.827,,,,
4.830,,,,
4.833,1.169E-2,1.245E-2,2.499E-2,1.646
4.836,,,,
4.839,,,,
4.842,,,,
4.845,,,,
4.848,1.135E-2,1.228E-2,2.499E-2,0.471
4.852,,,,
4.855,,,,
4.858,,,,
4.861,,,,
4.864,1.101E-2,1.211E-2,2.015E-2,0.641
4.867,,,,
4.870,,,,
4.873,,,,
4.876,,,,
4.879,1.101E-2,1.177E-2,1.677E-2,0.527
4.882,,,,
4.885,,,,
4.888,,,,
4.891,,,,
4.894,1.101E-2,1.160E-2,2.236E-2,2.357
4.897,,,,
4.900,,,,
4.903,,,,
4.906,,,,
4.909,1.101E-2,1.109E-2,8.458E-2,1.841
4.912,,,,
4.915,,,,
4.918,,,,
4.921,,,,
4.924,1.067E-2,9.061E-3,9.648E-2,0.745
4.927,,,,
4.930,,,,
4.933,,,,
4.936,,,,
4.939,1.050E-2,8.214E-3,4.506E-2,2.340
4.942,,,,
4.945,,,,
4.948,,,,
4.952,,,,
4.955,1.050E-2,7.706E-3,2.850E-2,0.907
4.958,,,,
4.961,,,,
4.964,,,,
4.967,,,,
4.970,1.033E-2,7.367E-3,3.010E-2,0.850
4.973,,,,
4.976,,,,
4.979,,,,
4.982,,,,
4.985,1.084E-2,6.859E-3,3.749E-2,0.972
4.988,,,,
4.991,,,,
4.994,,,,
4.997,,,,
5.000,9.823E-3,6.351E-3,4.506E-2,0.675
5.003,,,,
5.006,,,,
5.009,,,,
5.012,,,,
