t,x,y,v,a
5.742,7.647E-3,9.543E-3,,
5.745,,,,
5.748,,,,
5.752,,,,
5.755,,,,
5.758,8.613E-3,9.649E-3,2.496E-2,
5.761,,,,
5.764,,,,
5.767,,,,
5.770,,,,
5.773,8.395E-3,9.431E-3,8.045E-3,0.956
5.776,,,,
5.779,,,,
5.782,,,,
5.785,,,,
5.788,8.722E-3,9.431E-3,1.526E-2,0.288
5.791,,,,
5.794,,,,
5.797,,,,
5.800,,,,
5.803,8.722E-3,9.758E-3,8.045E-3,1.062
5.806,,,,
5.809,,,,
5.812,,,,
5.815,,,,
5.818,8.504E-3,9.540E-3,2.098E-2,0.396
5.821,,,,
5.824,,,,
5.827,,,,
5.830,,,,
5.833,8.177E-3,9.431E-3,1.483E-2,0.682
5.836,,,,
5.839,,,,
5.842,,,,
5.845,,,,
5.848,8.068E-3,9.431E-3,1.138E-2,0.644
5.852,,,,
5.855,,,,
5.858,,,,
5.861,,,,
5.864,8.286E-3,9.103E-3,1.609E-2,0.000
5.867,,,,
5.870,,,,
5.873,,,,
5.876,,,,
5.879,8.286E-3,8.994E-3,7.196E-3,0.489
5.882,,,,
5.885,,,,
5.888,,,,
5.891,,,,
5.894,8.286E-3,8.885E-3,3.598E-3,6.784E-2
5.897,,,,
5.900,,,,
5.903,,,,
5.906,,,,
5.909,8.286E-3,8.885E-3,3.598E-3,0.547
5.912,,,,
5.915,,,,
5.918,,,,
5.921,,,,
5.924,8.286E-3,8.776E-3,1.483E-2,0.152
5.927,,,,
5.930,,,,
5.933,,,,
5.936,,,,
5.939,7.850E-3,8.776E-3,3.598E-3,0.530
5.942,,,,
5.945,,,,
5.948,,,,
5.952,,,,
5.955,8.177E-3,8.776E-3,1.609E-2,0.000
5.958,,,,
5.961,,,,
5.964,,,,
5.967,,,,
5.970,8.068E-3,8.340E-3,1.297E-2,6.784E-2
5.973,,,,
5.976,,,,
5.979,,,,
5.982,,,,
5.985,7.850E-3,8.558E-3,5.088E-3,0.288
5.988,,,,
5.991,,,,
5.994,,,,
5.997,,,,
6.000,8.177E-3,8.231E-3,1.138E-2,9.595E-2
6.003,,,,
6.006,,,,
6.009,,,,
6.012,,,,
6.015,7.959E-3,8.231E-3,3.598E-3,0.339
6.018,,,,
6.021,,,,
6.024,,,,
6.027,,,,
